year,oshpd_id,facility_name,county_name,er_service_level_desc,type,count
2013,106361223,KAISER FOUNDATION HOSPITAL - FONTANA,SAN BERNARDINO,BASIC,ED_Visit,116301
2013,106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,SAN BERNARDINO,BASIC,ED_Admit,14945
2013,106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,SAN BERNARDINO,BASIC,ED_Visit,42444
2013,106361266,MOUNTAINS COMMUNITY HOSPITAL,SAN BERNARDINO,STANDBY,ED_Admit,143
2013,106361266,MOUNTAINS COMMUNITY HOSPITAL,SAN BERNARDINO,STANDBY,ED_Visit,6694
2013,106361308,REDLANDS COMMUNITY HOSPITAL,SAN BERNARDINO,BASIC,ED_Admit,5867
2013,106361308,REDLANDS COMMUNITY HOSPITAL,SAN BERNARDINO,BASIC,ED_Visit,32616
2013,106361318,SAN ANTONIO REGIONAL HOSPITAL,SAN BERNARDINO,BASIC,ED_Admit,10591
2013,106361318,SAN ANTONIO REGIONAL HOSPITAL,SAN BERNARDINO,BASIC,ED_Visit,62668
2013,106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,BASIC,ED_Admit,5642
2013,106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,BASIC,ED_Visit,47255
2013,106361339,ST. BERNARDINE MEDICAL CENTER,SAN BERNARDINO,BASIC,ED_Admit,8948
2013,106361339,ST. BERNARDINE MEDICAL CENTER,SAN BERNARDINO,BASIC,ED_Visit,61769
2013,106361343,ST. MARY MEDICAL CENTER - APPLE VALLEY,SAN BERNARDINO,BASIC,ED_Admit,11702
2013,106361343,ST. MARY MEDICAL CENTER - APPLE VALLEY,SAN BERNARDINO,BASIC,ED_Visit,64541
2013,106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,SAN BERNARDINO,BASIC,ED_Admit,3256
2013,106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,SAN BERNARDINO,BASIC,ED_Visit,35027
2013,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,BASIC,ED_Admit,463
2013,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,BASIC,ED_Visit,6072
2013,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,BASIC,ED_Admit,2410
2013,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,BASIC,ED_Visit,20061
2013,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,BASIC,ED_Admit,7927
2013,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,BASIC,ED_Visit,30882
2013,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,BASIC,ED_Admit,19473
2013,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,BASIC,ED_Visit,92351
2013,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,BASIC,ED_Admit,1427
2013,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,BASIC,ED_Visit,22624
2013,106370652,ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,BASIC,ED_Admit,5114
2013,106370652,ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,BASIC,ED_Visit,18857
2013,106370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,BASIC,ED_Admit,7223
2013,106370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,BASIC,ED_Visit,70166
2013,106370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,BASIC,ED_Admit,852
2013,106370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,BASIC,ED_Visit,10944
2013,106370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,BASIC,ED_Admit,13074
2013,106370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,BASIC,ED_Visit,59050
2013,106370695,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,SAN DIEGO,,ED_Admit,22
2013,106370695,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,SAN DIEGO,,ED_Visit,
2013,106370705,FALLBROOK HOSPITAL DISTRICT,SAN DIEGO,BASIC,ED_Admit,1057
2013,106370705,FALLBROOK HOSPITAL DISTRICT,SAN DIEGO,BASIC,ED_Visit,10394
2013,106370714,GROSSMONT HOSPITAL,SAN DIEGO,BASIC,ED_Admit,21168
2013,106370714,GROSSMONT HOSPITAL,SAN DIEGO,BASIC,ED_Visit,81638
2013,106370730,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION,SAN DIEGO,BASIC,ED_Admit,12700
2013,106370730,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION,SAN DIEGO,BASIC,ED_Visit,85366
2013,106370744,SCRIPPS MERCY HOSPITAL,SAN DIEGO,BASIC,ED_Admit,21958
2013,106370744,SCRIPPS MERCY HOSPITAL,SAN DIEGO,BASIC,ED_Visit,85760
2013,106370745,SHARP MESA VISTA HOSPITAL,SAN DIEGO,,ED_Admit,1
2013,106370745,SHARP MESA VISTA HOSPITAL,SAN DIEGO,,ED_Visit,
2013,106370755,PALOMAR HEALTH DOWNTOWN CAMPUS,SAN DIEGO,BASIC,ED_Admit,13709
2013,106370755,PALOMAR HEALTH DOWNTOWN CAMPUS,SAN DIEGO,BASIC,ED_Visit,72266
2013,106370759,PARADISE VALLEY HOSPITAL,SAN DIEGO,BASIC,ED_Admit,5903
2013,106370759,PARADISE VALLEY HOSPITAL,SAN DIEGO,BASIC,ED_Visit,24739
2013,106370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,BASIC,ED_Admit,7106
2013,106370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,BASIC,ED_Visit,24172
2013,106370780,TRI-CITY MEDICAL CENTER,SAN DIEGO,BASIC,ED_Admit,9940
2013,106370780,TRI-CITY MEDICAL CENTER,SAN DIEGO,BASIC,ED_Visit,56604
2013,106370782,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,SAN DIEGO,COMPREHENSIVE,ED_Admit,13514
2013,106370782,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,SAN DIEGO,COMPREHENSIVE,ED_Visit,51851
2013,106370875,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,BASIC,ED_Admit,9487
2013,106370875,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,BASIC,ED_Visit,48278
2013,106370977,POMERADO HOSPITAL,SAN DIEGO,BASIC,ED_Admit,3466
2013,106370977,POMERADO HOSPITAL,SAN DIEGO,BASIC,ED_Visit,24441
2013,106371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,SAN DIEGO,BASIC,ED_Admit,5544
2013,106371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,SAN DIEGO,BASIC,ED_Visit,33393
2013,106380857,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,SAN FRANCISCO,BASIC,ED_Admit,4433
2013,106380857,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,SAN FRANCISCO,BASIC,ED_Visit,28264
2013,106380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,SAN FRANCISCO,BASIC,ED_Admit,8162
2013,106380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,SAN FRANCISCO,BASIC,ED_Visit,30034
2013,106380933,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,SAN FRANCISCO,BASIC,ED_Admit,1519
2013,106380933,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,SAN FRANCISCO,BASIC,ED_Visit,12690
2013,106380939,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER,SAN FRANCISCO,COMPREHENSIVE,ED_Admit,10960
2013,106380939,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER,SAN FRANCISCO,COMPREHENSIVE,ED_Visit,42771
2013,106380960,ST. FRANCIS MEMORIAL HOSPITAL,SAN FRANCISCO,BASIC,ED_Admit,3528
2013,106380960,ST. FRANCIS MEMORIAL HOSPITAL,SAN FRANCISCO,BASIC,ED_Visit,28999
2013,106380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,SAN FRANCISCO,BASIC,ED_Admit,2002
2013,106380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,SAN FRANCISCO,BASIC,ED_Visit,24528
2013,106380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",SAN FRANCISCO,BASIC,ED_Admit,3124
2013,106380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",SAN FRANCISCO,BASIC,ED_Visit,14426
2013,106381154,UCSF MEDICAL CENTER,SAN FRANCISCO,BASIC,ED_Admit,8786
2013,106381154,UCSF MEDICAL CENTER,SAN FRANCISCO,BASIC,ED_Visit,29406
2013,106382715,CHINESE HOSPITAL,SAN FRANCISCO,STANDBY,ED_Admit,1440
2013,106382715,CHINESE HOSPITAL,SAN FRANCISCO,STANDBY,ED_Visit,4281
2013,106390846,DAMERON HOSPITAL,SAN JOAQUIN,BASIC,ED_Admit,4217
2013,106390846,DAMERON HOSPITAL,SAN JOAQUIN,BASIC,ED_Visit,40431
2013,106390923,ADVENTIST HEALTH LODI MEMORIAL,SAN JOAQUIN,BASIC,ED_Admit,5001
2013,106390923,ADVENTIST HEALTH LODI MEMORIAL,SAN JOAQUIN,BASIC,ED_Visit,28719
2013,106391010,SAN JOAQUIN GENERAL HOSPITAL,SAN JOAQUIN,BASIC,ED_Admit,4029
2013,106391010,SAN JOAQUIN GENERAL HOSPITAL,SAN JOAQUIN,BASIC,ED_Visit,31643
2013,106391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,SAN JOAQUIN,BASIC,ED_Admit,9297
2013,106391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,SAN JOAQUIN,BASIC,ED_Visit,45885
2013,106391056,SUTTER TRACY COMMUNITY HOSPITAL,SAN JOAQUIN,BASIC,ED_Admit,2465
2013,106391056,SUTTER TRACY COMMUNITY HOSPITAL,SAN JOAQUIN,BASIC,ED_Visit,29603
2013,106392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,BASIC,ED_Admit,2074
2013,106392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,BASIC,ED_Visit,25756
2013,106394009,KAISER FOUNDATION HOSPITAL - MANTECA,SAN JOAQUIN,BASIC,ED_Admit,4797
2013,106394009,KAISER FOUNDATION HOSPITAL - MANTECA,SAN JOAQUIN,BASIC,ED_Visit,54568
2013,106400466,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",SAN LUIS OBISPO,BASIC,ED_Admit,1765
2013,106400466,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",SAN LUIS OBISPO,BASIC,ED_Visit,14563
2013,106400480,FRENCH HOSPITAL MEDICAL CENTER,SAN LUIS OBISPO,BASIC,ED_Admit,2129
2013,106400480,FRENCH HOSPITAL MEDICAL CENTER,SAN LUIS OBISPO,BASIC,ED_Visit,9417
2013,106400524,SIERRA VISTA REGIONAL MEDICAL CENTER,SAN LUIS OBISPO,BASIC,ED_Admit,2333
2013,106400524,SIERRA VISTA REGIONAL MEDICAL CENTER,SAN LUIS OBISPO,BASIC,ED_Visit,18680
2013,106400548,TWIN CITIES COMMUNITY HOSPITAL,SAN LUIS OBISPO,BASIC,ED_Admit,3484
2013,106400548,TWIN CITIES COMMUNITY HOSPITAL,SAN LUIS OBISPO,BASIC,ED_Visit,29068
2013,106410782,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,3007
2013,106410782,SAN MATEO MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,39331
2013,106410804,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,SAN MATEO,BASIC,ED_Admit,3339
2013,106410804,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,SAN MATEO,BASIC,ED_Visit,21970
2013,106410806,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,SAN MATEO,BASIC,ED_Admit,3599
2013,106410806,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,SAN MATEO,BASIC,ED_Visit,30567
2013,106410817,SETON MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,5007
2013,106410817,SETON MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,20769
2013,106410828,SETON COASTSIDE,SAN MATEO,STANDBY,ED_Admit,
2013,106410828,SETON COASTSIDE,SAN MATEO,STANDBY,ED_Visit,2967
2013,106410852,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Admit,8223
2013,106410852,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,BASIC,ED_Visit,37080
2013,106410891,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Admit,2496
2013,106410891,SEQUOIA HOSPITAL,SAN MATEO,BASIC,ED_Visit,18840
2013,106420483,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,525
2013,106420483,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,18016
2013,106420491,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,1349
2013,106420491,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,19051
2013,106420493,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Admit,6285
2013,106420493,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,BASIC,ED_Visit,51369
2013,106420514,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Admit,8078
2013,106420514,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,BASIC,ED_Visit,35535
2013,106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Admit,150
2013,106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,STANDBY,ED_Visit,6629
2013,106430705,REGIONAL MEDICAL OF SAN JOSE,SANTA CLARA,BASIC,ED_Admit,11154
2013,106430705,REGIONAL MEDICAL OF SAN JOSE,SANTA CLARA,BASIC,ED_Visit,52196
2013,106430763,EL CAMINO HOSPITAL,SANTA CLARA,BASIC,ED_Admit,7973
2013,106430763,EL CAMINO HOSPITAL,SANTA CLARA,BASIC,ED_Visit,48751
2013,106430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Admit,8858
2013,106430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,BASIC,ED_Visit,38589
2013,106430837,O'CONNOR HOSPITAL,SANTA CLARA,BASIC,ED_Admit,6473
2013,106430837,O'CONNOR HOSPITAL,SANTA CLARA,BASIC,ED_Visit,49454
2013,106430883,SANTA CLARA VALLEY MEDICAL CENTER,SANTA CLARA,COMPREHENSIVE,ED_Admit,12040
2013,106430883,SANTA CLARA VALLEY MEDICAL CENTER,SANTA CLARA,COMPREHENSIVE,ED_Visit,85746
2013,106430905,STANFORD HEALTH CARE,SANTA CLARA,BASIC,ED_Admit,10405
2013,106430905,STANFORD HEALTH CARE,SANTA CLARA,BASIC,ED_Visit,41827
2013,106431506,KAISER FOUNDATION HOSPITAL - SAN JOSE,SANTA CLARA,BASIC,ED_Admit,6005
2013,106431506,KAISER FOUNDATION HOSPITAL - SAN JOSE,SANTA CLARA,BASIC,ED_Visit,46482
2013,106434138,ST. LOUISE REGIONAL HOSPITAL,SANTA CLARA,BASIC,ED_Admit,1973
2013,106434138,ST. LOUISE REGIONAL HOSPITAL,SANTA CLARA,BASIC,ED_Visit,23809
2013,106434153,KAISER FOUNDATION HOSPITAL - SANTA CLARA,SANTA CLARA,BASIC,ED_Admit,8976
2013,106434153,KAISER FOUNDATION HOSPITAL - SANTA CLARA,SANTA CLARA,BASIC,ED_Visit,55351
2013,106440755,DOMINICAN HOSPITAL,SANTA CRUZ,BASIC,ED_Admit,6582
2013,106440755,DOMINICAN HOSPITAL,SANTA CRUZ,BASIC,ED_Visit,34673
2013,106444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,SANTA CRUZ,,ED_Admit,2
2013,106444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,SANTA CRUZ,,ED_Visit,
2013,106444013,WATSONVILLE COMMUNITY HOSPITAL,SANTA CRUZ,BASIC,ED_Admit,3319
2013,106444013,WATSONVILLE COMMUNITY HOSPITAL,SANTA CRUZ,BASIC,ED_Visit,26142
2013,106450936,MAYERS MEMORIAL HOSPITAL,SHASTA,STANDBY,ED_Admit,259
2013,106450936,MAYERS MEMORIAL HOSPITAL,SHASTA,STANDBY,ED_Visit,3534
2013,106450940,SHASTA REGIONAL MEDICAL CENTER,SHASTA,BASIC,ED_Admit,5807
2013,106450940,SHASTA REGIONAL MEDICAL CENTER,SHASTA,BASIC,ED_Visit,36646
2013,106450949,MERCY MEDICAL CENTER - REDDING,SHASTA,BASIC,ED_Admit,7027
2013,106450949,MERCY MEDICAL CENTER - REDDING,SHASTA,BASIC,ED_Visit,39219
2013,106470871,MERCY MEDICAL CENTER MT. SHASTA,SISKIYOU,BASIC,ED_Admit,684
2013,106470871,MERCY MEDICAL CENTER MT. SHASTA,SISKIYOU,BASIC,ED_Visit,7103
2013,106474007,FAIRCHILD MEDICAL CENTER,SISKIYOU,BASIC,ED_Admit,1203
2013,106474007,FAIRCHILD MEDICAL CENTER,SISKIYOU,BASIC,ED_Visit,11989
2013,106480989,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO,SOLANO,BASIC,ED_Admit,4922
2013,106480989,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO,SOLANO,BASIC,ED_Visit,42966
2013,106481094,SUTTER SOLANO MEDICAL CENTER,SOLANO,BASIC,ED_Admit,3079
2013,106481094,SUTTER SOLANO MEDICAL CENTER,SOLANO,BASIC,ED_Visit,34546
2013,106481357,NORTH BAY MEDICAL CENTER,SOLANO,BASIC,ED_Admit,6402
2013,106481357,NORTH BAY MEDICAL CENTER,SOLANO,BASIC,ED_Visit,55224
2013,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,BASIC,ED_Admit,3055
2013,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,BASIC,ED_Visit,31255
2013,106490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,BASIC,ED_Admit,2747
2013,106490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,BASIC,ED_Visit,23547
2013,106490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,STANDBY,ED_Admit,617
2013,106490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,STANDBY,ED_Visit,8634
2013,106491001,PETALUMA VALLEY HOSPITAL,SONOMA,BASIC,ED_Admit,1804
2013,106491001,PETALUMA VALLEY HOSPITAL,SONOMA,BASIC,ED_Visit,14062
2013,106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,BASIC,ED_Admit,7088
2013,106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,BASIC,ED_Visit,28425
2013,106491076,SONOMA VALLEY HOSPITAL,SONOMA,BASIC,ED_Admit,917
2013,106491076,SONOMA VALLEY HOSPITAL,SONOMA,BASIC,ED_Visit,7728
2013,106491338,SONOMA WEST MEDICAL CENTER,SONOMA,STANDBY,ED_Admit,633
2013,106491338,SONOMA WEST MEDICAL CENTER,SONOMA,STANDBY,ED_Visit,6654
2013,106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,SONOMA,BASIC,ED_Admit,4186
2013,106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,SONOMA,BASIC,ED_Visit,42765
2013,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,BASIC,ED_Admit,11540
2013,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,BASIC,ED_Visit,81375
2013,106500867,EMANUEL MEDICAL CENTER,STANISLAUS,BASIC,ED_Admit,6784
2013,106500867,EMANUEL MEDICAL CENTER,STANISLAUS,BASIC,ED_Visit,52954
2013,106500939,MEMORIAL MEDICAL CENTER - MODESTO,STANISLAUS,BASIC,ED_Admit,12324
2013,106500939,MEMORIAL MEDICAL CENTER - MODESTO,STANISLAUS,BASIC,ED_Visit,50889
2013,106500967,OAK VALLEY HOSPITAL DISTRICT,STANISLAUS,BASIC,ED_Admit,792
2013,106500967,OAK VALLEY HOSPITAL DISTRICT,STANISLAUS,BASIC,ED_Visit,20069
2013,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,BASIC,ED_Admit,1763
2013,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,BASIC,ED_Visit,27384
2013,106531059,TRINITY HOSPITAL,TRINITY,STANDBY,ED_Admit,359
2013,106531059,TRINITY HOSPITAL,TRINITY,STANDBY,ED_Visit,4056
2013,106540734,KAWEAH DELTA MEDICAL CENTER,TULARE,BASIC,ED_Admit,11622
2013,106540734,KAWEAH DELTA MEDICAL CENTER,TULARE,BASIC,ED_Visit,70860
2013,106540798,SIERRA VIEW MEDICAL CENTER,TULARE,BASIC,ED_Admit,4033
2013,106540798,SIERRA VIEW MEDICAL CENTER,TULARE,BASIC,ED_Visit,37456
2013,106540816,TULARE REGIONAL MEDICAL CENTER,TULARE,BASIC,ED_Admit,2293
2013,106540816,TULARE REGIONAL MEDICAL CENTER,TULARE,BASIC,ED_Visit,25130
2013,106554011,ADVENTIST HEALTH SONORA - GREENLEY,TUOLUMNE,BASIC,ED_Admit,3469
2013,106554011,ADVENTIST HEALTH SONORA - GREENLEY,TUOLUMNE,BASIC,ED_Visit,23653
2013,106560473,COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,VENTURA,BASIC,ED_Admit,5569
2013,106560473,COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,VENTURA,BASIC,ED_Visit,35884
2013,106560481,VENTURA COUNTY MEDICAL CENTER,VENTURA,BASIC,ED_Admit,5676
2013,106560481,VENTURA COUNTY MEDICAL CENTER,VENTURA,BASIC,ED_Visit,42766
2013,106560492,LOS ROBLES HOSPITAL & MEDICAL CENTER,VENTURA,BASIC,ED_Admit,8616
2013,106560492,LOS ROBLES HOSPITAL & MEDICAL CENTER,VENTURA,BASIC,ED_Visit,32519
2013,106560501,OJAI VALLEY COMMUNITY HOSPITAL,VENTURA,STANDBY,ED_Admit,622
2013,106560501,OJAI VALLEY COMMUNITY HOSPITAL,VENTURA,STANDBY,ED_Visit,7160
2013,106560508,ST. JOHN'S PLEASANT VALLEY HOSPITAL,VENTURA,BASIC,ED_Admit,2420
2013,106560508,ST. JOHN'S PLEASANT VALLEY HOSPITAL,VENTURA,BASIC,ED_Visit,17897
2013,106560525,ADVENTIST HEALTH SIMI VALLEY,VENTURA,BASIC,ED_Admit,3910
2013,106560525,ADVENTIST HEALTH SIMI VALLEY,VENTURA,BASIC,ED_Visit,25494
2013,106560529,ST. JOHN'S REGIONAL MEDICAL CENTER,VENTURA,BASIC,ED_Admit,5537
2013,106560529,ST. JOHN'S REGIONAL MEDICAL CENTER,VENTURA,BASIC,ED_Visit,46235
2013,106571086,WOODLAND MEMORIAL HOSPITAL,YOLO,BASIC,ED_Admit,1925
2013,106571086,WOODLAND MEMORIAL HOSPITAL,YOLO,BASIC,ED_Visit,18972
2013,106574010,SUTTER DAVIS HOSPITAL,YOLO,BASIC,ED_Admit,1460
2013,106574010,SUTTER DAVIS HOSPITAL,YOLO,BASIC,ED_Visit,22162
2013,106580996,ADVENTIST HEALTH AND RIDEOUT,YUBA,BASIC,ED_Admit,8576
2013,106580996,ADVENTIST HEALTH AND RIDEOUT,YUBA,BASIC,ED_Visit,45093
2014,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Admit,2214
2014,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Visit,14027
2014,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Admit,5349
2014,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Visit,39844
2014,106010776,CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND,ALAMEDA,BASIC,ED_Admit,7152
2014,106010776,CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND,ALAMEDA,BASIC,ED_Visit,37139
2014,106010844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,ALAMEDA,,ED_Admit,1
2014,106010844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,ALAMEDA,,ED_Visit,
2014,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Admit,8457
2014,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Visit,66257
2014,106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,BASIC,ED_Admit,4480
2014,106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,BASIC,ED_Visit,44904
2014,106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,BASIC,ED_Admit,3160
2014,106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,BASIC,ED_Visit,34711
2014,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,7523
2014,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,36755
2014,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Admit,4258
2014,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Visit,32037
2014,106010987,WASHINGTON HOSPITAL - FREMONT,ALAMEDA,BASIC,ED_Admit,7524
2014,106010987,WASHINGTON HOSPITAL - FREMONT,ALAMEDA,BASIC,ED_Visit,42778
2014,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,BASIC,ED_Admit,2396
2014,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,BASIC,ED_Visit,27328
2014,106014050,STANFORD HEALTH CARE - VALLEYCARE,ALAMEDA,BASIC,ED_Admit,3701
2014,106014050,STANFORD HEALTH CARE - VALLEYCARE,ALAMEDA,BASIC,ED_Visit,25123
2014,106014132,KAISER FOUNDATION HOSPITAL - FREMONT,ALAMEDA,BASIC,ED_Admit,1274
2014,106014132,KAISER FOUNDATION HOSPITAL - FREMONT,ALAMEDA,BASIC,ED_Visit,15582
2014,106014233,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,6178
2014,106014233,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,36537
2014,106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,ALAMEDA,BASIC,ED_Admit,4630
2014,106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,ALAMEDA,BASIC,ED_Visit,45673
2014,106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,ALAMEDA,BASIC,ED_Admit,2377
2014,106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,ALAMEDA,BASIC,ED_Visit,27125
2014,106034002,SUTTER AMADOR HOSPITAL,AMADOR,BASIC,ED_Admit,1826
