oshpd_id2,oshpd_id,county_name,facility_name,control_type_desc,ed_lic_levl_end,ems_station,rural_hospital_desc,teaching_hospital_desc,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,licensed_bed_size,senate_district_desc,assembly_district_desc,mssa_name,mssa_designation,LICENSE_CATEGORY_DESC,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Islander,Black,Native_American_Eskimo_Aleut,Other_Race,Unknown_Race,White,Invalid_Blank_Race,Hispanic or Latino,Non-Hispanic or Non-Latino,Unknown_Eth,Invalid_Blank_Eth,Acute_Care,Against_Medical_Advice,Died,Other_Disp,Prison_Jail,Psychiatric_Care,Routine,SN_IC_Care,CAH,Childrens_or_Cancer,Home_Health_Service,Hospice_Care,Not_Defined_Elsewhere,Rehab,Residential_Care,Invalid_Blank_Disp,Disaster_Care_Site,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_Payer,DX_All_Pregnancies,DX_Birth_Defects,DX_Blood_Disorders,DX_Cancer,DX_Circulatory_System,DX_Digestive_System,DX_Ear_Disorders,DX_Endocrine_Diseases,DX_Eye_Disorders,DX_Genitourinary_System,DX_Infections,DX_Injuries_Poisonings,DX_Mental_Disorders,DX_Musculoskeletal_System,DX_Nervous_System,DX_Other_Reasons,DX_Perinatal_Disorders,DX_Respiratory_System,DX_Skin_Disorders,DX_Symptoms,DX_Births,ECM_Abnormal_Reaction_Later_Cx,ECM_Accidental_Falls,ECM_All_Transport_Types,ECM_Assault,ECM_Intentional_SelfHarm,ECM_Legal_War_Terrorism,ECM_Med_Device_Advrs_Incident,ECM_Natural_Envrnmntl_Factors,ECM_None,ECM_Other_Factors,ECM_Supplementary_Factors,ECM_Undetermined_Intent,ECM_W_Inanimate_Animate_Object,ECM_Medical_Misadventures,ECM_NonTrans_Drowning_Subm,ED_Visit,All_Other_Languages,English,Spanish,a_Sex_Female,a_Sex_Male,a_sex_Unknown,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Islander,a_Black,a_Native_American_Eskimo_Aleut,a_Other_Race,a_Unknown_Race,a_White,a_Invalid_Blank_Race,a_Hispanic or Latino,a_Non-Hispanic or Non-Latino,a_Unknown_Eth,a_Invalid_Blank_Eth,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Hospice_Care,a_Prison_Jail,a_Psychiatric_Care,a_Rehab,a_Residential_Care,a_Routine,a_SN_IC_Care,a_Not_Defined_Elsewhere,a_Childrens_or_Cancer,a_Other_Disp,a_CAH,a_Disaster_Care_Site,a_Invalid_Blank_Disp,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_Payer,a_DX_All_Pregnancies,a_DX_Blood_Disorders,a_DX_Cancer,a_DX_Circulatory_System,a_DX_Digestive_System,a_DX_Ear_Disorders,a_DX_Endocrine_Diseases,a_DX_Genitourinary_System,a_DX_Infections,a_DX_Injuries_Poisonings,a_DX_Mental_Disorders,a_DX_Musculoskeletal_System,a_DX_Nervous_System,a_DX_Respiratory_System,a_DX_Skin_Disorders,a_DX_Symptoms,a_DX_Birth_Defects,a_DX_Births,a_DX_Eye_Disorders,a_DX_Other_Reasons,a_DX_Perinatal_Disorders,a_ECM_Abnormal_Reaction_Later_Cx,a_ECM_Accidental_Falls,a_ECM_All_Transport_Types,a_ECM_Assault,a_ECM_Intentional_SelfHarm,a_ECM_Legal_War_Terrorism,a_ECM_Medical_Misadventures,a_ECM_Natural_Environmental_Fact,a_ECM_None,a_ECM_Other_Factors,a_ECM_Supplementary_Factors,a_ECM_W_Inanimate_Animate_Object,a_ECM_Med_Device_Adverse_Inciden,a_ECM_Undetermined_Intent,a_ECM_NonTrans_Drowning_Subm,Inpatient_from_ED,a_All_Other_Languages,a_English,a_Spanish
106240942,240942,MERCED,MERCY MEDICAL CENTER - MERCED,Non-profit Corporation (incl. Church-related),Basic,26,,,333  MERCY AVENUE,MERCED,95340,150-199,District 12,District 21,MERCED CENTRAL AND NORTH/MERCED SOUTHEAST,Urban,General Acute Care Hospital,33352,25042,3,8099,7335,10824,8773,6500,6248,4139,2629,2215,1633,2,2308,4526,62,856,666,49979,,29307,28257,833,,1186,3616,60,,153,89,53033,177,30,,28,6,11,3,5,,,37730,9031,980,7478,3178,,2238,14,218,108,1531,3999,1480,760,533,3634,1940,11680,1473,3981,1460,757,118,8605,2119,11749,,234,4016,1947,741,157,31,2,145,45027,2365,677,1,3054,,,58397,798,49963,7636,4821,4210,,86,510,795,1065,1578,1782,1518,1677,20,,,483,684,12,97,79,7675,1,3284,5654,93,,317,313,197,771,203,19,33,16,50,5679,1427,4,2,,,,,3090,4708,138,908,95,92,219,136,162,1626,1511,16,679,447,1383,597,126,126,277,1150,286,259,3,20,4,4,,209,484,30,13,3,1,7,15,7643,20,511,67,26,2,,9031,282,7652,1097
106250955,250955,MODOC,SURPRISE VALLEY COMMUNITY HOSPITAL,District,Standby,1,SMALL/RURAL,,741 N. MAIN STREET,CEDARVILLE,96104,1-49,District 1,District 1,SURPRISE VALLEY,Frontier,General Acute Care Hospital,161,130,,23,12,35,30,24,33,54,39,32,8,1,1,1,35,4,4,246,,17,270,4,,28,,2,,,,260,,,,,,,,1,,,82,114,8,51,36,,,,,2,14,35,2,2,2,14,8,66,10,28,8,2,,18,9,71,,,18,4,1,,,,,233,,1,1,33,,,291,,285,6,3,1,,,,,,,2,2,,,,,,,2,,,2,,,4,,,,,,,,,,,,4,,,,,,,,2,,1,1,,,,,2,,,,,,,,1,,,1,,,,,,,,,,,,,,,,4,,,,,,,4,,4,
106250956,250956,MODOC,MODOC MEDICAL CENTER,District,Standby,5,SMALL/RURAL,,228 WEST MCDOWELL AVENUE,ALTURAS,96101,50-99,District 1,District 1,ALTURAS/CANBY,Frontier,General Acute Care Hospital,2500,2231,1,487,488,600,632,512,705,569,390,242,107,,23,26,175,99,1778,2631,,327,4193,212,,233,85,9,,94,42,4254,14,,,,,,,1,,,2376,1205,81,686,384,,72,,5,4,147,393,125,110,67,158,135,1076,142,325,153,46,2,656,237,879,,13,273,109,71,16,10,1,24,3470,240,162,,342,1,,4732,4,4659,69,99,71,,1,4,19,15,25,23,30,46,1,6,,2,,5,1,24,138,,4,159,7,,23,6,9,,,,,,,105,27,,,,,,,51,106,,9,4,,2,2,3,19,15,,21,8,7,7,4,3,12,49,3,14,,1,,,,2,7,1,,,,,,132,2,23,3,,,,170,,169,1
106260011,260011,MONO,MAMMOTH HOSPITAL,District,Standby,18,SMALL/RURAL,,85 SIERRA PARK ROAD,MAMMOTH LAKES,93546,1-49,District 8,District 5,MAMMOTH LAKES,Rural,General Acute Care Hospital,4239,5806,,834,1528,2042,1314,1254,1194,956,585,209,129,,499,96,59,1532,228,7631,,1549,8205,291,,181,81,6,11,65,,9688,9,,,,,4,,,,,2196,1158,436,5621,634,,78,2,12,4,179,324,123,74,112,288,116,4826,238,545,189,181,5,770,228,1751,,23,1179,2255,28,8,1,1,151,5030,458,99,1,810,1,,10045,27,9372,646,151,252,,24,44,52,59,64,76,52,22,1,9,,12,3,6,56,16,310,,50,337,16,,22,,1,,,,,,,367,12,1,,,,,,87,106,9,186,15,,4,1,,16,62,,13,15,16,177,8,16,9,39,15,11,,,1,,,8,37,96,,,,1,2,200,8,35,15,1,,,403,1,377,25
106270744,270744,MONTEREY,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,Non-profit Corporation (incl. Church-related),Basic,33,,,23625 W. R. HOLMAN HIGHWAY,MONTEREY,93940,200-299,District 17,District 29,CARMEL/DEL REY OAKS/MONTEREY/PACIFIC GROVE/SAND CITY/SEASIDE,Urban,General Acute Care Hospital,24770,19625,1,4859,4666,6789,5722,4426,5014,4700,3760,3656,804,,2455,2675,219,13136,3155,22748,8,10957,30712,2726,1,147,472,64,11,14,146,43215,77,2,5,27,8,198,6,2,,2,15458,9938,4357,11768,2871,4,1082,9,103,89,1116,2388,1050,497,556,2426,969,9895,2254,3262,1042,1752,30,4985,1719,9172,,93,3976,1253,205,35,17,53,117,32685,2211,1112,15,2617,2,5,44396,584,40544,3268,4585,4507,,175,556,647,644,1113,1632,1723,2441,44,117,,602,528,38,1493,542,5889,,1054,7600,438,,74,121,328,1025,249,9,69,150,13,5778,1264,7,2,,2,,1,1629,5130,480,1734,119,,98,79,321,1620,1424,27,252,405,995,732,1082,192,365,921,317,231,6,1,7,5,12,194,601,36,12,23,,1,7,7153,49,929,47,39,,1,9092,159,8589,344
106270777,270777,MONTEREY,GEORGE L. MEE MEMORIAL HOSPITAL,Non-profit Corporation (incl. Church-related),Basic,6,SMALL/RURAL,,300 CANAL STREET,KING CITY,93930,50-99,District 12,District 30,KING CITY/SAN LUCAS,Rural,General Acute Care Hospital,6469,5511,,2565,1875,1888,1639,1215,873,606,373,342,604,,60,139,5,10232,3,1541,,10101,1869,10,,268,78,9,,,,11624,1,,,,,,,,,,7801,1235,509,1523,912,,437,3,41,18,246,1072,472,199,117,780,924,2417,390,448,450,319,15,1717,459,1456,,6,638,210,50,6,10,1,49,9637,671,75,2,625,,,11980,63,5888,6029,215,228,,21,42,57,59,55,57,59,64,10,19,,1,7,,315,,120,,314,129,,,1,10,7,1,1,,,,44,346,,5,28,,,,,196,172,16,52,7,,4,6,3,33,89,,35,33,64,27,28,8,1,84,21,3,,3,,1,,,12,5,,,,,,384,,38,4,,,,443,5,238,200
106270875,270875,MONTEREY,SALINAS VALLEY MEMORIAL HOSPITAL,District,Basic,17,,,450 EAST ROMIE LANE,SALINAS,93901,200-299,District 12,District 30,SALINAS/SPRECKELS,Urban,General Acute Care Hospital,26413,18260,,7280,5436,7963,6617,4776,4177,3129,1996,1803,1496,,1082,967,50,3923,52,38599,,34104,10515,54,,294,1074,43,51,55,4,43147,,,5,,,,,,,,24869,6047,1145,10920,1692,,2898,18,99,91,808,2549,1317,747,464,2957,953,6558,1002,3341,1109,947,58,6309,1695,10753,,127,2504,828,214,7,3,3,94,37213,1316,539,7,1816,,2,44673,219,31382,13072,2806,1967,,122,743,582,399,578,750,724,790,34,51,,219,91,22,776,36,3629,,2847,1902,24,,60,57,127,837,62,50,4,119,,2938,511,,7,,,,1,1475,2041,61,1159,37,,1010,44,108,817,565,8,259,303,526,301,45,98,134,308,88,131,,7,9,1,11,116,268,25,4,,,1,4,4161,31,122,20,21,,,4773,55,3557,1161
106274043,274043,MONTEREY,NATIVIDAD MEDICAL CENTER,City or County,Basic,19,,,1441 CONSTITUTION BOULEVARD,SALINAS,93906,150-199,District 12,District 30,SALINAS/SPRECKELS,Urban,General Acute Care Hospital,25295,22120,,7599,6192,9593,7748,5521,4390,2727,1038,643,1964,,1103,1625,260,633,311,43483,,38327,8661,427,,353,1572,50,,2349,217,42765,21,,43,13,1,,12,19,,,31559,3737,2302,5991,3826,,3343,28,108,82,721,2762,1274,692,549,2498,1988,9002,3251,2662,1302,1145,92,5721,2144,8051,,4,2536,1997,631,130,161,1,104,37699,1492,574,1,2084,1,,47415,1209,26255,19951,3788,2969,,397,1646,1286,818,824,725,370,344,147,200,,246,238,53,53,23,6144,,4896,1821,40,,179,112,94,439,45,343,43,274,127,4822,250,,29,,,,,3989,1247,363,943,215,,1747,38,56,395,763,6,258,178,418,1169,753,99,112,380,119,219,1,6,4,3,33,67,372,499,117,80,11,,9,4699,97,726,57,22,,1,6757,358,3937,2462
106281047,281047,NAPA,QUEEN OF THE VALLEY MEDICAL CENTER,Investor - Limited Liability Company,Basic,18,,,1000 TRANCAS STREET,NAPA,94558,200-299,District 3,District 4,NAPA CENTRAL,Urban,General Acute Care Hospital,13229,12189,,2305,2018,3560,3301,2938,3232,2741,2258,2589,476,,479,590,16,356,337,23640,,8434,16789,195,,780,340,63,,158,145,23458,196,,5,31,15,188,1,38,,,9118,6794,1466,5676,2364,,522,8,95,49,792,1324,446,355,238,1172,521,6665,964,1263,737,555,22,2228,878,6584,,64,2286,1138,247,38,35,5,75,18108,1389,393,1,1634,,5,25418,101,22245,3072,1913,2287,,23,168,228,341,539,876,924,1094,7,,,106,133,3,31,35,3892,,757,3413,30,,225,93,136,608,145,16,164,57,22,1908,820,4,2,,,,,853,2671,129,504,43,,14,48,79,884,651,11,192,210,731,561,75,76,174,283,80,102,4,5,3,16,1,271,331,73,11,3,,6,,3100,58,315,18,13,,1,4200,23,3829,348
106281078,281078,NAPA,ADVENTIST HEALTH ST. HELENA,Non-profit Corporation (incl. Church-related),Standby,8,,,10 WOODLAND RD.,ST. HELENA,94574,150-199,District 3,District 4,ANGWIN/DEER PARK/ST. HELENA,Rural,General Acute Care Hospital,3604,3224,,562,530,922,846,750,822,819,819,680,73,5,141,102,18,1198,103,5257,9,1973,4736,109,10,170,42,5,2,7,46,6513,15,,3,8,1,3,,,13,,1664,1888,708,2207,361,,64,3,20,11,221,331,142,123,74,323,108,1840,266,581,119,121,1,530,310,1640,,7,588,189,18,4,2,,41,4716,557,127,2,577,,,6828,28,5715,1085,477,531,,5,48,54,53,143,189,220,292,4,,,12,20,8,109,3,856,,139,863,6,,50,17,30,134,30,,3,,13,623,106,,,,2,,,167,645,18,173,4,1,12,17,25,256,114,,56,48,127,75,93,20,7,73,33,46,1,2,,2,1,23,52,7,1,2,,,1,817,7,89,7,2,,,1008,7,924,77
106291023,291023,NEVADA,SIERRA NEVADA MEMORIAL HOSPITAL,Non-profit Corporation (incl. Church-related),Basic,18,SMALL/RURAL,,155 GLASSON WAY,GRASS VALLEY,95945,100-149,District 1,District 1,GRASS VALLEY/NEVADA CITY/PENN VALLEY/ROUGH AND READY/WILDWOOD,Rural,General Acute Care Hospital,11949,10845,,1673,1896,2899,2953,2284,2770,3329,2459,2267,264,,102,177,53,1218,233,21011,,997,21652,145,,472,263,32,,200,352,21281,88,,1,85,7,7,2,4,,,9119,7467,648,4033,1521,6,378,5,71,59,822,1454,330,271,227,1094,333,6137,1087,1527,454,347,17,1771,959,5451,,14,2351,749,193,49,9,35,81,15918,1301,424,2,1668,,,22794,30,22571,193,2147,2084,,30,168,204,248,552,903,954,1130,12,30,,17,23,6,114,43,4028,,91,4124,16,,249,126,132,599,92,5,19,33,24,2133,818,1,,,,,,817,2798,66,488,42,20,45,44,93,744,644,9,148,206,746,473,106,84,135,486,110,129,5,4,7,12,1,156,307,25,3,1,,1,5,3287,23,352,38,28,5,,4231,6,4214,11
106291053,291053,NEVADA,TAHOE FOREST HOSPITAL,District,Basic,15,SMALL/RURAL,,10121 PINE AVE,TRUCKEE,96161,50-99,District 1,District 1,NORTH BLOOMFIELD/NORTH SAN JUAN/TRUCKEE,Rural,General Acute Care Hospital,5524,6369,,1152,1568,1894,1680,1470,1400,1269,889,402,169,,264,114,16,242,82,11175,,2025,9800,68,,294,1,2,5,241,54,11179,,11,7,34,1,29,,2,33,,1567,1669,435,6776,1446,,181,9,19,35,345,576,213,108,117,559,335,4495,408,641,261,518,5,851,363,1854,,35,1270,1569,51,16,8,13,52,6904,788,121,1,1064,,1,11893,66,10738,1089,414,472,,15,49,75,85,129,177,189,143,6,18,,22,5,2,13,2,842,,96,787,3,,59,,16,22,8,2,3,8,2,678,85,1,,1,1,,,145,434,11,255,41,,9,5,26,89,172,2,42,33,108,160,19,39,16,105,39,17,1,3,1,,,37,104,61,,2,,6,7,528,20,92,17,12,,,886,5,836,45
106300032,300032,ORANGE,CHILDREN'S HOSPITAL OF ORANGE COUNTY,Non-profit Corporation (incl. Church-related),Basic,31,,,1201 WEST LA VETA AVENUE,ORANGE,92868,300-499,District 37,District 68,CITY OF ORANGE SOUTH/SANTA ANA NORTH/TUSTIN FOOTHILLS/TUSTIN WEST,Urban,General Acute Care Hospital,37415,42365,8,47313,20449,498,113,65,36,25,7,6,11274,2,4946,1532,82,20139,853,52236,,50663,28806,319,,269,356,6,1,7,144,78400,1,,1,2,,601,,,,,62975,24,989,14451,1349,,34,134,209,115,355,3706,4072,397,1226,2527,5262,16266,851,2186,627,1409,558,14386,3124,22341,3,70,6410,875,131,68,2,7,171,63789,2701,445,5,5096,,18,79788,396,59352,20040,3183,3679,1,2256,150,1,,,,,,1608,2848,,733,194,9,1431,87,4409,,3370,3450,43,,47,3,33,81,10,1,19,14,6,6623,25,1,,,,,,4297,14,60,2466,26,,,300,122,86,813,39,396,316,473,539,284,161,484,1546,207,573,101,3,41,16,363,145,125,49,4,13,,2,4,6059,79,234,75,61,1,12,6863,86,5560,1217
106300225,300225,ORANGE,MEMORIALCARE ORANGE COAST MEDICAL CENTER,Non-profit Corporation (incl. Church-related),Basic,14,,,9920 TALBERT AVENUE,FOUNTAIN VALLEY,92708,200-299,District 34,District 72,FOUNTAIN VALLEY/HUNTINGTON BEACH CENTRAL,Urban,General Acute Care Hospital,15414,11180,,1430,1768,3522,3358,3364,4001,3130,2860,2941,220,,5283,622,36,5105,26,15522,,5929,20637,28,,666,,40,,4,116,25118,225,1,5,387,24,3,5,,,,7454,8008,467,9444,1221,,437,3,114,103,992,1675,483,408,268,1783,370,5239,896,2010,642,446,15,1931,905,7874,,138,1979,714,122,21,2,16,73,20745,1318,154,5,1307,,,26594,1613,24047,934,3689,3417,,26,243,414,532,1012,1265,1623,1980,11,,,1758,120,10,1041,14,4163,,1119,5976,11,,196,,241,1780,201,,18,30,1,3491,1147,,,,1,,,1008,4402,36,1558,102,,48,105,267,1308,1209,13,332,409,1097,653,74,174,162,692,228,310,4,,5,5,11,431,429,40,4,4,,4,,5570,69,372,36,147,,,7106,932,5861,313
106301098,301098,ORANGE,AHMC ANAHEIM REGIONAL MEDICAL CENTER,Investor - Individual,Basic,31,,,1111 WEST LA PALMA AVENUE,ANAHEIM,92801,200-299,District 29,District 69,ANAHEIM CENTRAL,Urban,General Acute Care Hospital,16686,13491,,2438,2817,5664,4699,3783,4115,2896,1773,1536,456,,1655,1346,53,1716,19,25381,7,16283,13879,9,6,847,1500,51,2,56,222,27343,135,,3,1,9,2,1,5,,,18040,5407,394,4536,1800,,854,5,45,42,632,2014,662,376,317,1892,666,6439,1249,2109,594,1095,48,2919,1300,6918,1,186,1885,1059,263,37,12,,76,23182,1260,664,7,1545,,1,30177,277,24181,5719,4144,3960,,48,512,665,937,1565,1652,1267,1415,43,,,802,334,36,437,4,6491,,3194,4909,1,,275,350,157,957,150,,19,5,10,4762,1417,,1,,1,,,2907,3237,26,1614,318,2,118,181,205,1434,1454,16,552,531,743,526,155,144,228,768,301,691,1,32,4,9,11,393,281,19,12,2,,,8,6537,56,758,27,8,3,,8104,283,6253,1568
106301140,301140,ORANGE,CHAPMAN GLOBAL MEDICAL CENTER,Investor - Corporation,Basic,8,,,2601 EAST CHAPMAN AVENUE,ORANGE,92869,100-149,District 37,District 68,ANAHEIM HILLS/CITY OF ORANGE EAST/VILLA PARK,Urban,General Acute Care Hospital,3351,2868,,213,613,1171,1026,874,994,637,357,312,22,,315,212,12,515,12,5144,9,2289,3905,24,1,159,331,27,,5,49,5552,17,2,,12,14,25,3,2,21,,2701,1101,165,1749,503,,68,1,11,14,171,439,133,98,65,411,104,1658,394,445,174,150,1,629,309,944,,8,425,224,50,8,3,3,23,4422,465,139,1,448,,,6219,67,5536,616,449,459,,6,64,56,108,160,165,160,189,,,,63,31,1,44,1,765,3,218,687,2,1,61,45,22,36,14,1,16,30,50,519,104,4,,4,2,,,204,496,11,188,9,,2,2,11,80,120,1,67,40,87,72,227,15,30,93,30,30,,,1,,,9,33,1,,1,,,1,804,11,47,1,,,,908,35,800,73
106301175,301175,ORANGE,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - EUCLID,Investor - Corporation,Basic,25,,,17100 EUCLID STREET,FOUNTAIN VALLEY,92708,200-299,District 34,District 72,FOUNTAIN VALLEY/HUNTINGTON BEACH CENTRAL,Urban,General Acute Care Hospital,23038,18871,,4095,3969,6941,5650,5375,5787,4210,2577,2416,889,,10964,832,66,16137,431,13479,,16611,24695,603,,312,1001,78,,,259,39463,332,3,316,118,14,,3,,10,,24686,7243,342,6440,3113,85,1908,9,197,149,1384,2524,726,561,453,2335,843,8332,1514,2370,894,1034,53,3943,1739,10941,,96,2918,1334,254,33,7,18,74,33201,1737,608,4,1623,1,1,41909,6393,29059,6457,5579,5823,,229,592,698,1098,1934,2134,1984,2344,218,171,,4268,222,12,3230,78,3592,,3241,8032,129,,401,446,424,2436,196,,21,54,32,5613,1773,4,2,,,,,4186,5430,80,1464,242,,127,201,425,2095,1691,56,667,758,1143,793,168,285,343,1216,401,847,5,124,8,17,32,238,420,38,12,7,1,1,6,10208,64,355,32,19,1,,11402,3269,6369,1764
106301188,301188,ORANGE,ANAHEIM GLOBAL MEDICAL CENTER,Investor - Corporation,Basic,11,,,1025 SOUTH ANAHEIM BLVD.,ANAHEIM,92805,150-199,District 34,District 69,ANAHEIM CENTRAL,Urban,General Acute Care Hospital,7025,6708,1,1311,1571,3095,2457,1887,1620,980,413,210,190,,577,635,24,7569,17,4907,5,7640,6081,13,,198,446,47,,541,105,12200,3,7,1,13,7,142,2,1,21,,7034,1358,909,2546,1887,,559,3,31,25,337,982,350,344,124,765,446,3156,1774,614,300,344,25,1208,546,1801,,6,769,451,279,16,54,8,35,10177,812,346,1,779,,1,13734,149,10467,3118,1166,1599,,62,505,480,456,561,331,214,156,,,,170,146,,929,3,1514,3,1048,1710,7,,51,231,46,31,20,178,49,18,70,1772,232,21,40,6,,,,1317,801,378,211,58,,50,24,23,188,255,1,78,69,200,133,1398,31,38,115,82,71,2,,1,6,,26,50,6,6,26,,,5,2498,57,65,14,8,4,,2765,40,2386,339
106301205,301205,ORANGE,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,Non-profit Corporation (incl. Church-related),Basic,56,,,1 HOAG DRIVE,NEWPORT BEACH,92663,300-499,District 37,District 74,COSTA MESA,Urban,General Acute Care Hospital,54173,44030,6,5483,7979,16210,13508,12123,12510,10613,9407,9423,953,,9991,2989,633,3694,1215,79449,238,15141,81979,775,314,512,1043,186,,553,1193,92542,482,3,254,106,31,1013,34,12,244,1,23984,22057,1575,41522,9071,,3098,9,368,225,3272,5245,1154,1348,963,5504,1920,21921,5406,5812,2671,2717,69,6168,3291,27047,1,502,8373,3102,596,132,77,107,235,74430,4437,1257,20,4923,4,14,98209,4683,89357,4169,9583,9455,,121,939,1146,1577,2360,3020,4164,5697,14,,,1702,279,43,428,75,16511,,1710,17272,55,1,357,294,555,4522,664,5,118,291,6,9221,2955,46,4,,,,,2218,11196,100,4896,628,,240,213,639,3314,3225,15,801,1206,3163,1994,385,682,506,1566,546,493,12,12,12,12,2,1282,1416,129,25,12,,2,22,14563,307,977,121,173,1,8,19038,1012,17422,604
106301209,301209,ORANGE,HUNTINGTON BEACH HOSPITAL,Non-profit Corporation (incl. Church-related),Basic,12,,,17772 BEACH BOULEVARD,HUNTINGTON BEACH,92647,100-149,District 34,District 72,HUNTINGTON BEACH NORTH/SEAL BEACH EAST/WESTMINSTER,Urban,General Acute Care Hospital,7778,8581,2,1010,1481,3613,2723,2472,2463,1432,600,454,111,2,1188,669,12,3439,21,11012,20,3601,12730,29,1,40,651,50,32,111,202,14615,12,17,2,13,3,587,2,24,,,5634,572,138,7972,1908,137,280,2,31,23,290,940,299,278,144,853,270,4665,1778,958,463,358,,1311,861,2557,,68,1040,766,228,35,24,3,57,11011,1249,833,3,1041,,3,16361,253,15239,869,1490,1847,,11,257,260,400,721,723,493,472,,,,406,112,3,478,1,2337,,515,2818,4,,167,222,54,88,35,1,79,10,140,1754,786,1,,,,,,982,1749,202,226,178,,8,23,24,280,515,14,122,257,433,200,587,158,172,295,125,114,,,2,8,,33,203,6,5,9,,,8,2692,81,284,11,5,,,3337,145,3006,186
106301234,301234,ORANGE,LA PALMA INTERCOMMUNITY HOSPITAL,Non-profit Corporation (incl. Church-related),Basic,10,,,7901 WALKER STREET,LA PALMA,90623,100-149,District 29,District 65,BUENA PARK/LA PALMA,Urban,General Acute Care Hospital,8203,6871,4,1362,1535,2413,2171,2018,2068,1397,931,962,220,1,3039,1814,26,3732,62,6404,1,5519,9494,65,,45,379,28,34,11,69,13692,22,5,2,4,12,760,2,13,,,3546,953,70,8862,1501,146,318,,43,46,409,1018,302,258,143,928,260,3895,737,1018,328,213,7,1659,652,2844,,44,1153,848,143,12,,2,55,10605,966,399,4,846,1,,15078,352,13865,861,1362,1314,,10,94,147,227,459,484,509,746,,,,874,237,3,422,9,1131,,605,2061,10,,183,103,68,154,32,,25,3,52,1322,725,9,,,,,,566,1640,185,171,114,,11,20,34,401,403,8,112,203,647,157,143,46,107,198,52,129,,,2,3,,45,149,6,2,1,,,9,2249,51,135,15,14,,,2676,240,2286,150
106301248,301248,ORANGE,LOS ALAMITOS MEDICAL CENTER,Investor - Corporation,Basic,20,,,3751 KATELLA AVENUE,LOS ALAMITOS,90720,150-199,District 34,District 72,CYPRESS/LOS ALAMITOS/ROSSMOOR,Urban,General Acute Care Hospital,15766,11787,,1906,2117,3527,3376,3184,3535,2971,3004,3659,274,,2630,1620,17,806,153,22327,,5788,21590,175,,808,535,77,,,107,25388,395,,63,154,18,,2,2,4,,8051,8287,832,8985,1377,21,741,5,151,70,1037,1551,399,420,262,1828,402,6323,798,1805,686,393,13,2105,1041,7523,,91,2548,850,142,14,3,13,59,20745,1120,348,2,1616,,2,27553,146,26822,585,3706,3287,1,31,207,299,440,770,1162,1536,2531,18,,,753,267,1,207,23,5743,,940,6021,33,,270,159,312,1237,209,1,15,75,67,3111,1537,1,,,,,,757,4565,123,1519,30,,48,103,165,1455,990,26,331,384,887,746,96,155,283,665,138,491,2,17,9,2,1,435,647,34,6,1,,,4,5285,54,500,26,2,,,6994,64,6796,134
106301258,301258,ORANGE,SOUTH COAST GLOBAL MEDICAL CENTER,Investor - Corporation,Basic,10,,,2701 S. BRISTOL STREET,SANTA ANA,92704,150-199,District 34,District 69,SANTA ANA SOUTH,Urban,General Acute Care Hospital,8760,7683,,1633,2217,3539,2786,2377,1845,1049,444,262,291,,292,339,17,250,4,15515,26,13434,3000,9,,274,487,18,,24,94,15467,22,6,,4,15,10,3,2,17,,11136,1107,288,1497,2415,,552,1,25,21,225,1060,414,208,180,1008,410,3419,1106,1256,315,498,18,1589,849,3289,,9,867,488,199,13,8,18,54,12585,948,231,8,1015,,,16443,75,8441,7927,876,901,,21,127,202,249,299,348,252,278,1,,,101,57,1,55,1,1559,3,1110,667,,,85,94,34,39,12,1,57,8,33,986,408,7,,13,,,,852,752,3,134,36,,33,30,26,203,354,2,78,107,242,114,202,21,84,144,70,64,,,2,,1,20,74,5,3,2,,,,1613,16,34,9,,1,,1777,48,935,794
