FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
106334589,LOMA LINDA UNIVERSITY MEDICAL CENTER - MURRIETA,20201,04/01/2019,03/31/2020,OPEN,Riverside,12 - Inland Counties,1109,Non Profit Corp.,Comparable,,951-290-4000,28062 BAXTER ROAD,MURRIETA,92563,PETER BAKER,111,111,108,2655,2563,356,1862,0,0,2516,95,0,153,10200,0,11375,10597,1507,7198,0,0,7696,284,0,396,39053,0,16326,13582,1278,10132,0,0,19549,825,0,1633,63325,206097201,228089488,18819029,106915783,0,0,128893344,3386355,0,5926094,698127294,86057323,100292880,11013708,88761691,0,0,140516454,7136935,0,14399204,448178195,21861818,248182876,274632838,26413231,171901707,0,0,0,209277824,7884916,0,2991606,0,0,0,18436758,981583574,0,0,0,0,0,42971648,47429324,3419506,22759741,0,0,43614782,2638374,0,1888540,164721915,2662043,226735550,0,0,0,0,0,0,7249317,28848447,0,0,0,0,0,0,0,0,0,0,0,0,0
106420491,LOMPOC VALLEY MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,Santa Barbara,10 - Santa Barbara/Ventura,805,District,Comparable,Rural,805-737-3300,1515 E. OCEAN AVENUE,LOMPOC,93436,STEPHEN POPKIN,170,170,170,949,95,89,586,0,0,330,58,0,189,2296,251,6528,565,602,25433,0,0,996,158,0,4476,38758,32009,23177,1486,1910,23820,0,0,21512,4123,0,2979,79007,25505362,2170362,1854984,20846773,0,0,7016008,1405382,0,5769141,64568012,44987474,3080688,3090787,37428097,0,0,36529002,8442555,0,3624881,137183484,5839231,45070720,3482393,2474224,24007071,-1278729,0,0,18886433,4039154,0,1597444,0,0,0,484044,104601985,0,446922,0,4585,451507,25422116,1768657,3750276,34714721,0,0,24658577,5813368,0,1473303,97601018,4208950,106350984,0,3421894,0,0,0,0,2046807,72778613,0,0,0,0,0,0,0,0,0,0,0,0,0
106301248,LOS ALAMITOS MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,Orange,13 - Orange,1013,Investor - Corp.,Comparable,,562-598-1311,3751 KATELLA AVENUE,LOS ALAMITOS,90720,KENT CLAYTON,162,162,113,2822,2709,228,484,0,0,77,1658,38,58,8074,0,14856,12762,2012,2833,0,0,292,6357,139,239,39490,0,21405,20650,1151,7426,0,0,1470,32078,49,2251,86480,392540386,405728421,48794046,74018180,0,0,10128430,220747416,3240403,6495385,1161692667,161645053,204607599,9456437,62839471,0,0,12607780,230451187,544512,13740952,695892991,13330562,507148926,560725278,52556714,123695562,0,0,0,19433907,341317015,0,3763323,0,0,0,15505958,1637477245,0,0,0,0,0,47036513,49610742,5693769,13162089,0,0,2602225,100840626,21592,1140857,220108413,2141973,220918415,0,1121379,0,0,0,0,5743539,68352269,0,0,0,0,0,0,0,0,0,0,6851536,2310110,6098467
106190198,LOS ANGELES COMMUNITY HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,925,Investor - Corp.,Comparable,,323-267-0477,4081 EAST OLYMPIC BOULEVARD,LOS ANGELES,90023,HECTOR HERNANDEZ,324,324,168,2229,621,1565,4758,0,0,47,269,1,62,9552,0,13627,3136,11356,31968,0,0,144,1652,6,319,62208,0,1507,745,2214,5871,0,0,445,723,4,970,12479,141304976,34004947,47762360,307408168,0,0,1994912,17814122,16340,4065581,554371406,9118542,6812301,8509992,30130143,0,0,1218201,4751062,9710,2637339,63187290,7067999,92205522,27720677,41412190,254651208,-14586233,0,0,1782579,14186010,0,0,0,0,0,3966297,428406249,0,0,0,0,0,58217996,12389136,16654111,92087995,0,0,442166,8685046,26050,649947,189152447,655959,126548338,0,133251,0,0,0,0,1557476,45053817,0,0,0,0,0,0,0,0,0,0,0,0,0
106560492,LOS ROBLES HOSPITAL AND MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,Ventura,10 - Santa Barbara/Ventura,813,Investor - Corp.,Comparable,,805-370-4427,215 WEST JANSS ROAD,THOUSAND OAKS,91360,NATALIE MUSSI,382,341,341,7739,1406,513,1298,0,0,551,5121,69,152,16849,0,44034,7984,4520,6731,0,0,2105,18810,388,551,85123,0,40311,6648,1734,12788,0,0,5081,41374,360,4364,112660,1270576723,243504390,104318608,181815384,0,0,92807737,612608598,16835472,14355422,2536822334,367977701,79137534,15765337,99331021,0,0,46858835,394910081,4127064,36348940,1044456513,1386051,1475729378,291547408,111445509,256015382,0,0,0,120501519,736858620,0,24080712,0,0,0,51325563,3068890142,0,0,0,0,0,161676276,30474978,4148174,24531023,0,0,15790042,267739153,-13226245,21255304,512388705,1058361,364515448,0,316336,0,0,0,0,41565050,197523854,0,0,0,0,0,0,0,0,0,0,0,0,0
106434040,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL AT STANFORD,20201,04/01/2019,03/31/2020,OPEN,Santa Clara,07 - Santa Clara,429,Non Profit Corp.,Comparable,Teaching,650-497-8000,725 WELCH ROAD,PALO ALTO,94304,PAUL KING,396,396,283,74,0,3479,2422,0,0,183,7947,13,28,14146,0,537,0,32226,11668,0,0,1189,48157,77,156,94010,0,4406,0,88024,82359,0,0,6373,268239,6,8057,457464,26746826,0,1709212414,466056983,0,0,67357231,2210571655,3585894,6668749,4490199752,12320492,0,246057566,229110202,0,0,17694887,751342164,16810,22759859,1279301980,0,33228574,0,1628712001,624240792,0,0,0,66804106,1687985471,0,3602839,0,0,0,12594742,4057168525,0,0,0,0,0,5838743,0,326557979,70926395,0,0,18248012,1273928349,0,16833729,1712333207,68237777,1857424183,0,16254586,0,0,0,0,85093095,1810976318,0,0,0,0,0,0,0,0,0,0,0,0,0
106121002,MAD RIVER COMMUNITY HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Humboldt,01 - Northern California,105,Investor - Corp.,Comparable,,707-822-3621,3800 JANES ROAD,ARCATA,95521,DOUGLAS A. SHAW,78,46,42,654,6,114,633,6,0,396,0,5,16,1830,0,3567,26,375,2103,27,0,1285,0,28,307,7718,0,57655,1111,3758,20683,6,0,40174,101,115,3300,126903,31079492,195016,3536486,18530640,213959,0,10928627,0,375767,567308,65427295,57900000,688760,5682414,38997885,47919,0,43804924,14679,486069,3488569,151111219,6145391,67412822,673846,7495418,47011472,-404520,0,0,29037095,0,0,98383,0,0,0,2588533,160058440,0,0,0,0,0,20042426,209930,1528529,8047730,261878,0,24152684,6100,861836,1368961,56480074,1292603,59361134,0,36983,0,0,0,0,165305,8233643,0,0,0,0,0,0,0,0,0,0,0,0,0
106201281,MADERA COMMUNITY HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Madera,09 - Central,601,Non Profit Corp.,Comparable,,559-675-5555,1250 EAST ALMOND AVENUE,MADERA,93637,KAREN PAOLINELLI,106,106,44,988,223,587,1119,0,0,194,314,5,35,3465,0,4679,1071,2055,4106,0,0,676,1135,16,122,13860,0,19664,5302,12535,62689,51,0,8740,18154,260,7340,134735,31015821,7445360,12665259,27259187,0,0,4510997,8315084,116735,781231,92109674,23297481,6312892,10054375,50431482,51740,0,10240427,17640882,220454,5524525,123774258,3669722,34027732,8004962,8716192,50462624,-3525000,38593,0,8815495,13787614,0,2241560,0,0,0,77355,126316849,0,0,0,0,0,20285570,5753290,17528442,27228046,13147,0,5935929,12168352,202189,452118,89567083,1753741,95195444,7041101,1046659,0,0,0,0,2585097,27252999,0,0,0,0,0,0,0,0,0,0,9424380,11275500,0
106260011,MAMMOTH HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Mono,12 - Inland Counties,1205,District,Comparable,Rural,760-924-4104,85 SIERRA PARK ROAD,MAMMOTH LAKES,93546,TOM PARKER,17,17,17,213,20,66,96,0,0,315,19,0,21,750,0,437,45,160,197,0,0,687,30,0,46,1602,0,12621,1119,4149,5877,0,0,19191,1427,4,2024,46412,15450017,1217432,2461727,4268493,0,0,18794631,900076,0,984389,44076765,16545478,1727342,6631671,13997968,0,0,47074713,2434643,11025,6923410,95346250,516384,18483721,1635643,4869860,12236719,0,0,0,17082609,760985,0,3176975,0,0,0,0,58762896,0,0,0,0,0,13511775,1309131,4223537,6029742,0,0,48786736,2573737,11025,4214436,80660119,751410,76963661,0,5337617,0,0,0,0,3005494,41392267,0,0,0,0,0,0,0,0,0,0,0,0,0
106420493,MARIAN MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,Santa Barbara,10 - Santa Barbara/Ventura,803,Non Profit Corp.,Comparable,,805-739-3000,1400 EAST CHURCH STREET,SANTA MARIA,93454,CHUCK COVA,388,350,292,5873,1216,2127,3516,0,0,614,2726,57,166,16295,0,34978,6488,8723,30669,0,0,4054,10406,362,1078,96758,0,180996,35495,16710,135210,0,0,15543,182686,5330,22056,594026,522354390,102238859,125812113,287338515,0,0,45654689,200380361,3912170,12142557,1299833654,455426856,55600281,48738974,227857364,0,0,45108646,331749848,7174527,20355224,1192011720,21852732,799067166,124381520,126979042,435039709,0,0,0,67773730,284807332,0,25676769,0,0,0,26131230,1911709230,0,56174853,0,1630326,57805179,171919386,32775563,34855616,134740020,0,0,20051168,238723925,0,4875645,637941323,7161697,594950294,0,70442319,0,0,0,0,93177859,338519664,0,0,0,0,0,0,0,0,0,0,0,0,0
106244027,MARIE GREEN PSYCHIATRIC CENTER - PHF,20201,04/01/2019,03/31/2020,OPEN,Merced,06 - North San Joaquin,515,City/County,Psychiatric Health Facilities,,209-381-6879,300 EAST 15TH STREET,MERCED,95340,"YVONNIA BROWN, MSW",16,16,16,0,0,0,287,0,0,94,0,0,0,381,0,0,0,0,2112,0,0,579,0,0,0,2691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3495040,0,0,969710,0,0,0,4464750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3495040,0,0,969710,0,0,0,4464750,0,4464750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106211006,MARIN GENERAL HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Marin,04 - West Bay,405,Non Profit Other,Comparable,,415-925-7000,250 BON AIR ROAD,GREENBRAE,94904,LEE DOMANICO,235,176,176,3575,460,1005,1089,0,0,361,1724,0,165,8379,0,17913,2222,6179,5202,0,0,1743,6393,0,922,40574,0,47847,5219,5113,22805,5,0,7171,44694,272,7260,140386,564628586,81765673,100405761,140469487,0,0,55587551,218809258,0,21868191,1183534507,516402345,61246547,31969065,151677196,90970,0,58472782,334534708,684653,20957474,1176035740,10330778,966499315,131997669,112064875,222531212,0,222778,0,98695453,409694764,0,8088661,0,0,0,13390034,1973515539,0,29629046,0,3411545,33040591,114531616,11014551,20309951,99244517,-131808,0,15364880,147060747,0,11700845,419095299,10857602,418431986,0,0,0,0,0,0,37436210,122072420,0,0,0,0,0,0,0,0,0,0,0,0,0
106050932,MARK TWAIN MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,Calaveras,06 - North San Joaquin,503,Non Profit Corp.,Comparable,Rural,209-754-3521,768 MOUNTAIN RANCH ROAD,SAN ANDREAS,95249,DOUG ARCHER,25,25,9,570,30,33,135,0,0,24,106,0,9,907,2,1981,92,78,413,0,0,68,301,0,21,2954,15,33908,688,2483,19976,4,0,2186,16210,214,1486,77155,37077028,1731458,1362390,8963467,0,0,1785079,7169717,0,449651,58538790,57632977,2667876,4916510,32011379,33092,0,4248829,25887146,333683,2265293,129996785,2585244,69643119,3185750,4739829,25606842,0,32918,0,2813099,10242109,0,505667,0,0,0,1577656,120932233,0,0,0,0,0,24053641,1176801,1479396,15236592,174,0,2929976,22033460,0,693302,67603342,431550,74152361,0,12867258,0,0,0,0,21237630,30981187,0,0,0,0,0,0,0,0,0,0,0,0,0
106090933,MARSHALL MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,El Dorado,02 - Golden Empire,304,Non Profit Corp.,Comparable,Rural,530-626-2770,1100 MARSHALL WAY,PLACERVILLE,95667,JAMES WHIPPLE,125,117,117,2611,611,271,975,6,0,130,695,6,49,5354,337,12336,2751,1095,3484,37,0,548,2218,27,198,22694,3166,178041,34989,9184,51533,197,0,3539,74879,526,4532,357420,296177256,68986485,28470263,98182101,1131120,0,14843135,72078324,506244,5812774,586187702,327240027,65802119,23373773,107419776,262442,0,10398717,151388419,655584,11387743,697928600,5419610,530696173,111977471,11628960,175292335,0,766729,0,16789429,125074606,0,6463739,0,0,0,4520803,988629855,0,0,0,-10229,-10229,87373210,21641959,39767971,28539984,615089,0,8235428,96470971,0,12831606,295476218,2280903,313694787,51831503,-75377,0,0,0,0,12020777,117183557,0,0,0,0,0,0,0,0,0,0,0,0,0
106191230,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",20201,04/01/2019,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,935,Non Profit Corp.,Comparable,,424-338-8000,1680 EAST 120TH STREET,LOS ANGELES,90059,ELAINE BATCHLOR,131,126,126,1540,637,2402,4374,462,0,271,0,0,0,9686,0,6835,2391,8124,15360,2012,0,1133,0,0,0,35855,0,5624,3381,21996,58851,14564,0,3940,0,0,0,108356,254155584,91032092,361190768,538337656,56846812,0,45585967,0,0,0,1347148879,103178906,66508152,273316502,762075629,204420888,0,73847643,0,0,0,1483347720,0,330603752,146095042,424333426,1257768539,0,196540407,0,105192051,0,0,41848522,0,0,0,0,2502381739,0,0,0,0,0,26730738,11445201,217401076,42644747,15651539,0,14241559,0,0,0,328114860,3125625,327969571,0,-1037803,0,0,0,0,31000743,293090362,0,0,0,0,0,0,0,0,0,0,0,0,0
106450936,MAYERS MEMORIAL HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Shasta,01 - Northern California,210,District,Comparable,Rural,530-336-5511 xet1132,43563 STATE HWY. 299 E,FALL RIVER MILLS,96028,LOUIS WARD,115,115,115,243,0,78,0,0,0,22,0,0,8,351,47,1441,0,26431,0,0,0,522,0,0,1270,29664,28015,5918,0,3401,0,0,0,3187,0,0,331,12837,5759338,0,10840700,0,0,0,507661,0,0,490344,17598043,10435322,0,5320897,0,0,0,5197736,0,0,499002,21452957,1386489,8988859,0,7319746,0,-79452,0,0,682897,0,0,270686,0,0,0,514084,19083309,0,0,0,0,0,7205801,0,8921303,0,0,0,3636011,0,0,204576,19967691,533802,28429708,1759838,4282730,0,0,0,0,9472058,23494687,0,0,0,0,0,0,0,0,0,0,0,0,0
106240924,MEMORIAL HOSPITAL LOS BANOS,20201,04/01/2019,03/31/2020,OPEN,Merced,06 - North San Joaquin,517,Non Profit Corp.,Comparable,Rural,209-826-0591,520 WEST I STREET,LOS BANOS,93635,ASH GOKLI,40,40,14,420,90,202,620,0,0,18,237,26,14,1627,0,1415,305,303,989,0,0,29,443,46,26,3556,0,9002,771,2487,29700,0,0,928,12148,2760,558,58354,22030446,4401549,7208923,21668094,0,0,691357,8795973,981272,551834,66329448,43671283,6023872,11365675,90780130,0,0,5150415,36341692,11438943,2400670,207172680,4250029,47359701,7598653,6746257,96953912,-625408,0,0,3587572,13266412,0,12420215,0,0,0,1232565,192789908,0,0,0,0,0,17032359,2794270,12430160,15491358,0,0,2030931,30361205,0,571937,80712220,634103,68004667,0,99724,0,0,0,0,3390944,13218434,0,0,0,0,0,0,0,0,0,0,0,0,0
106500939,MEMORIAL HOSPITAL MODESTO,20201,04/01/2019,03/31/2020,OPEN,Stanislaus,06 - North San Joaquin,511,Non Profit Corp.,Comparable,,209-526-4500,1700 COFFEE ROAD,MODESTO,95355,DARYN KUMAR,379,379,292,6362,3025,991,3687,0,0,480,3617,172,77,18411,0,33312,14984,4451,16112,0,0,2281,12800,820,339,85099,0,15964,8370,4791,33421,0,0,2902,19540,2778,1811,89577,587543729,274996930,87987471,277547616,0,0,42020553,258967239,14399577,6610303,1550073418,311256628,152702399,24693742,177622018,0,0,27841739,262199075,18802573,12432126,987550300,15753702,753342845,406770095,57719223,375126007,0,0,0,49622502,266601996,0,33202150,0,0,0,12920672,1971059192,54673649,0,0,26911124,81584773,139791030,75343998,54797343,79956046,0,0,18865525,276746549,0,2648808,648149299,10738249,623128814,0,1581727,0,0,0,0,17828453,186926280,0,0,0,0,0,0,0,0,0,0,0,0,0
106190521,MEMORIAL HOSPITAL OF GARDENA,20201,04/01/2019,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,929,Investor - Corp.,Comparable,,310-532-4200,1145 W. REDONDO BEACH BLVD.,GARDENA,90247,ARACELI LONERGAN,172,172,149,1522,656,801,2618,0,0,136,163,19,146,6061,78,7122,3087,3460,9925,0,0,339,619,86,271,24909,22857,2773,2383,4279,20105,0,0,1576,1326,1381,5007,38830,121889148,57125863,61297580,271319282,0,0,7168817,10875022,1047292,5090290,535813294,16936864,26702120,18936111,99254602,0,0,10180571,8706472,6504127,11874078,199094945,12477491,112593140,74807963,70865650,333153732,-5467324,0,0,13382594,18403077,0,8377385,0,0,0,2758287,641351995,0,21428150,0,0,21428150,26150286,8991438,14818696,58518103,0,0,3626466,1636393,0,1243012,114984394,691368,114112737,0,-2508,0,0,0,0,6614501,26771848,0,0,0,0,0,0,0,0,0,0,0,0,0
106190525,MEMORIALCARE LONG BEACH MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,933,Non Profit Corp.,Comparable,Teaching,562-933-2000,2801 ATLANTIC AVENUE,LONG BEACH,90806,JOHN BISHOP,453,453,298,5976,4607,1529,4117,9,0,239,4344,200,272,21293,0,31147,21683,8010,20387,33,0,1085,19168,875,1109,103497,0,43559,23114,18007,60715,53,0,1817,74957,3702,5557,231481,548077299,421173683,135835547,374014105,596122,0,22815844,358740849,14822357,25320514,1901396320,203397970,109926524,82094588,246333367,224286,0,8451433,318973648,13986532,32203201,1015591549,15669391,626357602,434536325,156610832,499563328,0,774763,0,23971693,385456749,0,30968043,-45338,0,0,43645790,2217509178,12717304,2262694,0,992196,15972194,123317962,108089420,59846824,121757150,45643,0,7224678,289349665,1960080,3859463,715450885,14197945,662612932,0,-54435913,0,0,0,0,18845088,102250453,0,0,0,0,0,0,0,0,0,0,0,0,0
106196168,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH,20201,04/01/2019,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,933,Non Profit Corp.,Comparable,Teaching,562-933-5437,2801 ATLANTIC AVENUE,LONG BEACH,90806,JOHN BISHOP,357,357,203,8,7,5128,4736,0,0,208,4501,114,202,14904,0,41,20,24895,17912,0,0,890,21655,429,796,66638,0,38,20,31804,35987,18,0,694,25183,94,2010,95848,561476,291506,380513119,226914011,0,0,12295343,286778686,5009798,13686240,926050179,52375,39304,46851815,46432639,23608,0,1668355,51109778,198285,4465411,150841570,6549335,422983,237445,284518288,103418726,-13142223,22330,0,10025560,171894464,0,7048690,0,0,0,12176243,583171841,0,2166654,0,0,2166654,190001,93022,155146225,171333951,1278,0,3899659,163531683,483311,1207432,495886562,8770006,450795069,0,3592039,0,0,0,0,38796488,256685681,0,0,0,0,0,0,0,0,0,0,0,0,0
106300225,MEMORIALCARE ORANGE COAST MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,Orange,13 - Orange,1014,Non Profit Corp.,Comparable,,714-962-4677,9920 TALBERT AVENUE,FOUNTAIN VALLEY,92708,MARCIA MANKER,222,222,137,2874,3367,284,1379,0,0,136,4321,85,100,12546,0,12919,12754,1417,4842,0,0,347,13186,280,326,46071,0,18268,22789,1364,12692,0,0,1225,46774,934,1891,105937,248590621,266964327,23143364,89141901,0,0,7263536,261157989,3609440,3795451,903666629,97459337,123561586,4296756,41811377,0,0,4985882,213769471,5289971,5837079,497011459,7291770,279766892,351320569,20874972,89801177,0,0,0,8974980,296173965,0,10831896,0,0,0,5251140,1070287361,40927382,0,0,0,40927382,65033337,78769201,6517351,40703985,0,0,3226714,175196831,253285,1617405,371318109,5722477,340367522,0,2334874,0,0,0,0,12581391,136278445,0,0,0,0,0,0,0,0,0,0,0,0,0
106301317,MEMORIALCARE SADDLEBACK MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,Orange,13 - Orange,1017,Non Profit Corp.,Comparable,,949-837-4500,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,92653,MARCIA MANKER,248,248,131,2953,3682,230,561,0,0,304,4123,119,92,12064,0,11247,13516,1232,2251,0,0,709,14601,415,277,44248,0,96497,43018,3852,11207,0,0,4220,79333,1275,3394,242796,228397424,296553793,17599044,42969969,0,0,6981622,251850072,6722073,5014493,856088490,174109389,196950069,6524047,35524632,0,0,5917101,226065145,5540982,5112277,655743642,9608184,338733704,439698627,18119466,59612921,0,0,0,10674175,270114802,0,13129573,0,0,0,4213070,1163904522,32384248,0,0,0,32384248,62472427,84532826,5968876,18613227,0,0,2181103,204921512,506570,1115317,380311858,6705489,350513640,0,-1607315,0,0,0,0,11275055,91390382,0,0,0,0,0,0,0,0,0,0,0,0,0
106231013,MENDOCINO COAST DISTRICT HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Mendocino,01 - Northern California,111,District,Comparable,Rural,707-961-1234,700 RIVER DRIVE,FORT BRAGG,95437,WAYNE ALLEN,25,25,17,442,0,21,145,0,0,106,0,0,19,733,160,1580,0,60,445,0,0,346,0,0,96,2527,1822,26948,0,567,9269,0,0,9472,0,0,909,47165,16064750,0,626558,4980190,0,0,3362747,0,0,336347,25370592,46242627,0,1096143,13273907,0,0,12464152,0,0,1024667,74101496,2118077,34791511,0,1307089,11280113,0,0,0,7875828,0,0,406730,0,0,0,0,57779348,0,0,0,0,0,27515864,0,-128614,7518212,0,0,7951071,0,0,-1163793,41692740,2461356,60583066,0,1459820,0,0,0,0,844772,14306098,0,0,0,0,0,0,0,0,0,0,0,0,0
106334018,MENIFEE GLOBAL MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,Riverside,12 - Inland Counties,1109,District,Comparable,,714-835-3555,28400 MCCALL BOULEVARD,SUN CITY,92585,PETER BARANOFF,84,84,84,575,1107,1209,686,0,0,78,142,0,32,3829,0,2375,4303,6710,2861,0,0,362,435,0,123,17169,0,2175,4460,2579,8612,0,0,1007,2019,0,1605,22457,26668861,62675342,30615124,33854873,0,0,4612541,9501528,0,1367489,169295758,8454640,24802908,7143028,32998703,0,0,4338913,11442738,0,3935114,93116044,3790399,27996197,72206692,31722427,55931301,0,0,0,6883034,17258529,0,0,0,0,0,0,215788579,0,0,0,0,0,7127302,15271555,6035722,10922274,0,0,2068419,3685737,0,1512214,46623223,23277,52681035,1396010,0,0,0,0,0,729643,3286798,0,0,0,0,0,0,0,0,0,0,0,0,0
106414018,MENLO PARK SURGICAL HOSPITAL,20201,04/01/2019,07/31/2019,CONSOLIDATED,San Mateo,04 - West Bay,428,Investor - Corp.,Comparable,,650-324-8500,570 WILLOW ROAD,MENLO PARK,94025,JANET A. WAGNER,16,16,2,17,3,0,1,0,0,4,40,0,2,67,0,21,5,0,1,0,0,9,83,0,3,122,0,109,22,0,6,0,0,5,238,0,9,389,1224879,204129,0,80372,0,0,469783,3053579,0,172781,5205523,3064435,492504,0,130022,0,0,173675,7184390,0,466423,11511449,60218,3188164,522158,0,196997,0,0,0,480137,5324685,0,0,0,0,0,613167,10385526,0,0,0,0,0,1089576,174475,0,13397,0,0,163304,4862725,0,27969,6331446,11936,5349249,0,24074,0,0,0,0,79376,7346077,0,0,0,0,0,0,0,0,0,0,0,0,0
106340947,MERCY GENERAL HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Sacramento,02 - Golden Empire,311,Church,Comparable,,916-453-4545,4001 J STREET,SACRAMENTO,95819,EDMUNDO CASTANEDA,419,305,185,3968,2928,754,3065,0,0,254,2733,178,308,14188,0,18591,13625,3371,12417,0,0,1318,11053,851,1332,62558,0,22176,14741,4395,26486,0,0,1869,34199,1232,2156,107254,597327663,555084258,80918824,313218178,0,0,51585859,436968348,7931276,32562788,2075597194,275225953,148982570,30294417,178503223,0,0,15486132,302664028,6961387,9264678,967382388,15608519,752649373,590257713,80929442,395028966,0,0,0,58628887,516119227,0,28446371,0,0,0,43393999,2481062497,11553495,0,0,78509790,90063285,110694742,120588669,19177553,93769762,0,0,6003025,294284364,0,7462255,651980370,4971621,612329187,0,79549795,0,0,0,0,99769161,328770491,0,0,0,0,0,0,0,0,0,0,0,0,0
106150761,MERCY HOSPITAL - BAKERSFIELD,20201,04/01/2019,03/31/2020,OPEN,Kern,09 - Central,617,Non Profit Corp.,Comparable,,661-632-5000,2215 TRUXTUN AVENUE,BAKERSFIELD,93301,BRUCE PETERS,226,226,138,2202,1201,1048,2912,0,0,330,3683,69,299,11744,0,9620,5164,3665,9654,0,0,1343,12050,185,916,42597,0,22003,11994,12470,45736,7,0,5818,29074,1702,4625,133429,187657691,102735152,59280676,170793306,0,0,20107522,194539657,3898304,19203834,758216142,106681097,62395407,46374854,235124359,33438,0,23766014,176889326,8353722,12138233,671756450,17200044,251474993,143488200,78053322,333621762,0,1757,0,34821113,214652127,0,18725879,0,0,0,26973809,1119013006,18359424,0,0,22629153,40988577,39818211,39363838,20606595,70567555,31656,0,7877362,171709037,0,1973909,351948163,1564222,334582211,0,63679327,0,0,0,0,77550167,140258131,0,0,0,0,0,0,0,0,0,0,0,0,0
