OSHPD_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,LATITUDE,LONGITUDE
206190295,COUNTRY VILLA PAVILION NURSING CENTER,910000145,Parent Facility,5916 W PICO BLVD,LOS ANGELES,90035,19,Los Angeles,Not Applicable,59,Open,7/28/1966,Long Term Care Facility,Skilled Nursing Facility,34.051661,-118.368268
206190299,GOLDEN LEGACY CARE CENTER,920000031,Parent Facility,12260 FOOTHILL BLVD,SYLMAR,91342,19,Los Angeles,Not Applicable,204,Open,12/1/2004,Long Term Care Facility,Skilled Nursing Facility,34.27885,-118.39986
206190301,LIGHTHOUSE HEALTHCARE CENTER,940000071,Parent Facility,2222 Santa Ana Blvd S,Los Angeles,90059,19,Los Angeles,Not Applicable,149,Open,4/8/1968,Long Term Care Facility,Skilled Nursing Facility,33.93523,-118.23313
206190302,FOUNTAIN VIEW SUBACUTE AND NURSING CENTER,970000008,Parent Facility,5310 FOUNTAIN AVE,LOS ANGELES,90029,19,Los Angeles,Not Applicable,99,Open,2/26/1964,Long Term Care Facility,Skilled Nursing Facility,34.094863,-118.305891
206190303,OSAGE HEALTHCARE & WELLNESS CENTRE,910000051,Parent Facility,1001 S Osage Ave,Inglewood,90301,19,Los Angeles,Not Applicable,53,Open,6/17/1952,Long Term Care Facility,Skilled Nursing Facility,33.95068,-118.34575
206190304,CENTINELA SKILLED NURSING & WELLNESS CENTRE,910000052,Parent Facility,950 S FLOWER ST,INGLEWOOD,90301,19,Los Angeles,Not Applicable,59,Open,5/28/1962,Long Term Care Facility,Skilled Nursing Facility,33.9518,-118.34731
206190308,GARDEN CREST REHABILITATION CENTER,970000031,Parent Facility,909 LUCILE AVE,LOS ANGELES,90026,19,Los Angeles,Not Applicable,72,Open,3/2/1954,Long Term Care Facility,Skilled Nursing Facility,34.08505,-118.28294
206190309,LAKEWOOD HEALTHCARE CENTER,940000074,Parent Facility,12023 Lakewood Blvd,Downey,90242,19,Los Angeles,Not Applicable,290,Open,4/2/1962,Long Term Care Facility,Skilled Nursing Facility,33.92609,-118.13106
206190310,AVALON VILLA CARE CENTER,940000075,Parent Facility,12029 Avalon Blvd,Los Angeles,90061,19,Los Angeles,Not Applicable,131,Open,11/22/1968,Long Term Care Facility,Skilled Nursing Facility,33.92284,-118.26526
206190311,GARDENA CONVALESCENT CENTER,910000136,Parent Facility,14819 S VERMONT AVE,GARDENA,90247,19,Los Angeles,Not Applicable,74,Open,1/16/1969,Long Term Care Facility,Skilled Nursing Facility,33.89758,-118.29206
206190313,HERITAGE MANOR,970000081,Parent Facility,610 N GARFIELD AVE,MONTEREY PARK,91754,19,Los Angeles,Not Applicable,99,Open,1/11/2000,Long Term Care Facility,Skilled Nursing Facility,34.06866,-118.1227
206190320,AUTUMN HILLS HEALTHCARE CENTER,920000127,Parent Facility,430 N GLENDALE AVE,GLENDALE,91206,19,Los Angeles,Not Applicable,99,Open,12/19/1962,Long Term Care Facility,Skilled Nursing Facility,34.15153,-118.2448
206190321,GLENOAKS CONVALESCENT HOSPITAL,920000034,Parent Facility,409 W GLENOAKS BLVD,GLENDALE,91202,19,Los Angeles,Not Applicable,99,Open,2/14/1972,Long Term Care Facility,Skilled Nursing Facility,34.15953,-118.26117
206190322,GRIFFITH PARK HEALTHCARE CENTER,920000035,Parent Facility,201 Allen Ave,Glendale,91201,19,Los Angeles,Not Applicable,94,Open,6/7/1963,Long Term Care Facility,Skilled Nursing Facility,34.16262,-118.30554
206190329,COVINA REHABILITATION CENTER,950000047,Parent Facility,261 W BADILLO ST,COVINA,91723,19,Los Angeles,Not Applicable,99,Open,1/27/1965,Long Term Care Facility,Skilled Nursing Facility,34.086437,-117.893565
206190331,NORWALK MEADOWS NURSING CENTER,940000079,Parent Facility,10625 LEFFINGWELL RD,NORWALK,90650,19,Los Angeles,Not Applicable,99,Open,10/9/1964,Long Term Care Facility,Skilled Nursing Facility,33.90487,-118.10718
206190333,GOLDEN CROSS HEALTH CARE,970000082,Parent Facility,1450 N FAIR OAKS AVE,PASADENA,91103,19,Los Angeles,Not Applicable,96,Suspense,6/10/2020,Long Term Care Facility,Skilled Nursing Facility,34.17068,-118.15058
206190334,WINDSOR CONVALESCENT CENTER OF NORTH LONG BEACH,940000080,Parent Facility,260 E Market St,Long Beach,90805,19,Los Angeles,Not Applicable,120,Open,11/1/1968,Long Term Care Facility,Skilled Nursing Facility,33.85429,-118.19064
206190335,GOLDEN STATE COLONIAL HEALTHCARE CENTER,920000036,Parent Facility,10830 OXNARD ST,NORTH HOLLYWOOD,91606,19,Los Angeles,Not Applicable,49,Open,9/16/1960,Long Term Care Facility,Skilled Nursing Facility,34.17934,-118.36673
206190337,GOLDEN STATE CARE CENTER,960000514,Parent Facility,1758 BIG DALTON AVE,BALDWIN PARK,91706,19,Los Angeles,Not Applicable,155,Open,4/5/1966,Long Term Care Facility,ICF/Dev. Disabled,34.068437,-117.967946
206190338,COMMUNITY CARE CENTER,950000051,Parent Facility,2335 MOUNTAIN AVE,DUARTE,91010,19,Los Angeles,Not Applicable,167,Open,1/23/1961,Long Term Care Facility,Skilled Nursing Facility,34.12282,-117.99046
206190341,WEST VALLEY POST ACUTE,920000037,Parent Facility,7057 Shoup Ave,West Hills,91307,19,Los Angeles,Not Applicable,128,Open,11/15/1963,Long Term Care Facility,Skilled Nursing Facility,34.19886,-118.61469
206190343,IMPERIAL CREST HEALTH CARE CENTER,910000054,Parent Facility,11834 INGLEWOOD AVE,HAWTHORNE,90250,19,Los Angeles,Not Applicable,105,Open,12/30/1965,Long Term Care Facility,Skilled Nursing Facility,33.92632,-118.36115
206190344,SUNNYVIEW CARE CENTER,970000009,Parent Facility,2000 W WASHINGTON BLVD,LOS ANGELES,90018,19,Los Angeles,Not Applicable,93,Open,6/11/1969,Long Term Care Facility,Skilled Nursing Facility,34.03986,-118.30278
206190346,GOOD SHEPHERD HEALTH CARE CENTER OF SANTA MONICA,910000056,Parent Facility,1131 ARIZONA AVE,SANTA MONICA,90401,19,Los Angeles,Not Applicable,48,Open,3/18/1952,Long Term Care Facility,Skilled Nursing Facility,34.02341,-118.4899
206190349,GRANADA HILLS CONVALESCENT HOSPITAL,920000038,Parent Facility,16123 CHATSWORTH ST,GRANADA HILLS,91344,19,Los Angeles,Not Applicable,48,Open,4/20/1962,Long Term Care Facility,Skilled Nursing Facility,34.26475,-118.48307
206190350,COUNTRY VILLA BELMONT HEIGHTS HEALTHCARE CENTER,940000082,Parent Facility,1730 GRAND AVE,LONG BEACH,90804,19,Los Angeles,Not Applicable,117,Open,9/1/1964,Long Term Care Facility,Skilled Nursing Facility,33.788693,-118.147934
206190353,GREEN ACRES HEALTHCARE CENTER,950000052,Parent Facility,8101 Hill Dr,Rosemead,91770,19,Los Angeles,Not Applicable,85,Open,1/1/1962,Long Term Care Facility,Skilled Nursing Facility,34.045921,-118.092129
206190354,SKYLINE HEALTHCARE CENTER-LOS ANGELES,970000048,Parent Facility,3032 ROWENA AVE,LOS ANGELES,90039,19,Los Angeles,Not Applicable,99,Open,8/9/1967,Long Term Care Facility,Skilled Nursing Facility,34.10853,-118.270731
206190356,GUARDIAN REHABILITATION HOSPITAL,910000146,Parent Facility,533 S Fairfax Ave,Los Angeles,90036,19,Los Angeles,Not Applicable,93,Open,12/17/1968,Long Term Care Facility,Skilled Nursing Facility,34.0663,-118.36143
206190359,BROADWAY BY THE SEA,940000084,Parent Facility,2725 E BROADWAY,LONG BEACH,90803,19,Los Angeles,Not Applicable,98,Open,2/13/1968,Long Term Care Facility,Skilled Nursing Facility,33.765838,-118.159981
206190361,LA BREA REHABILITATION CENTER,970000011,Parent Facility,505 N LA BREA AVE,LOS ANGELES,90036,19,Los Angeles,Not Applicable,141,Open,6/1/1970,Long Term Care Facility,Skilled Nursing Facility,34.08034,-118.34414
206190362,PROVIDENCE LITTLE COMPANY OF MARY SUBACUTE CARE CENTER,930000142,Distinct Part Facility,1322 W 6TH ST,SAN PEDRO,90732,19,Los Angeles,None,125,Open,11/1/2010,Hospital,General Acute Care Hospital,33.73902,-118.306281
206190367,HAWTHORNE HEALTHCARE AND WELLNESS CENTRE,910000063,Parent Facility,11630 GREVILLEA AVE,HAWTHORNE,90250,19,Los Angeles,Not Applicable,88,Open,3/7/1967,Long Term Care Facility,Skilled Nursing Facility,33.928894,-118.354534
206190368,BEVERLY WEST HEALTHCARE,910000147,Parent Facility,1020 S Fairfax Ave,Los Angeles,90019,19,Los Angeles,Not Applicable,120,Open,6/25/1970,Long Term Care Facility,Skilled Nursing Facility,34.05755,-118.36413
206190370,HIGH VALLEY LODGE,920000040,Parent Facility,7912 TOPLEY LN,SUNLAND,91040,19,Los Angeles,Not Applicable,50,Open,10/17/1946,Long Term Care Facility,Skilled Nursing Facility,34.25536,-118.30499
206190371,LONG BEACH HEALTHCARE CENTER,940000086,Parent Facility,3401 CEDAR AVE,LONG BEACH,90807,19,Los Angeles,Not Applicable,154,Open,4/7/1960,Long Term Care Facility,Skilled Nursing Facility,33.819834,-118.195379
206190373,COUNTRY VILLA CLAREMONT HEALTHCARE CENTER,950000053,Parent Facility,590 S. INDIAN HILL BOULEVARD,CLAREMONT,91711,19,Los Angeles,Not Applicable,99,Open,3/27/1959,Long Term Care Facility,Skilled Nursing Facility,34.08517089,-117.7191683
206190375,COUNTRY VILLA REHABILITATION CENTER,970000068,Parent Facility,340 S Alvarado St,Los Angeles,90057,19,Los Angeles,Not Applicable,180,Open,11/2/1965,Long Term Care Facility,Skilled Nursing Facility,34.06183,-118.27337
206190377,HOLIDAY MANOR CARE CENTER,920000041,Parent Facility,20554 Roscoe Blvd,Winnetka,91306,19,Los Angeles,Not Applicable,94,Open,3/9/1970,Long Term Care Facility,Skilled Nursing Facility,34.22005,-118.58164
206190378,HOLLENBECK PALMS,970000076,Parent Facility,573 S BOYLE AVE,LOS ANGELES,90033,19,Los Angeles,Not Applicable,59,Open,5/13/1958,Long Term Care Facility,Skilled Nursing Facility,34.040274,-118.219927
206190386,SUNNY VILLAGE CARE CENTER,950000055,Parent Facility,1428 S MARENGO AVE,ALHAMBRA,91803,19,Los Angeles,Not Applicable,99,Open,6/15/1953,Long Term Care Facility,Skilled Nursing Facility,34.076732,-118.141729
206190389,FOOTHILL HEIGHTS CARE CENTER,970000083,Parent Facility,1515 N FAIR OAKS AVE,PASADENA,91103,19,Los Angeles,Not Applicable,49,Open,8/24/1959,Long Term Care Facility,Skilled Nursing Facility,34.17175,-118.1508
206190399,HUNTINGTON DRIVE HEALTH AND REHABILITATION CENTER,950000057,Parent Facility,400 W HUNTINGTON DR,ARCADIA,91007,19,Los Angeles,Not Applicable,99,Open,10/15/1963,Long Term Care Facility,Skilled Nursing Facility,34.131363,-118.047565
206190401,HUNTINGTON PARK NURSING CENTER,940000092,Parent Facility,6425 MILES AVE,HUNTINGTON PARK,90255,19,Los Angeles,Not Applicable,99,Open,1/19/1970,Long Term Care Facility,Skilled Nursing Facility,33.981251,-118.219265
206190402,HYDE PARK HEALTHCARE CENTER,910000066,Parent Facility,6520 WEST BLVD,LOS ANGELES,90043,19,Los Angeles,Not Applicable,72,Open,8/24/1965,Long Term Care Facility,Skilled Nursing Facility,33.98023,-118.33508
206190403,THE GARDENS OF EL MONTE,950000058,Parent Facility,5044 Buffington Rd,El Monte,91732,19,Los Angeles,Not Applicable,53,Open,4/12/1950,Long Term Care Facility,Skilled Nursing Facility,34.0933,-118.00816
206190404,IMPERIAL HEALTHCARE CENTER,940000094,Parent Facility,11926 LA MIRADA BLVD,LA MIRADA,90638,19,Los Angeles,Not Applicable,99,Open,10/20/1969,Long Term Care Facility,Skilled Nursing Facility,33.922124,-118.011734
206190405,IMPERIAL CARE CENTER,920000042,Parent Facility,11441 VENTURA BLVD,STUDIO CITY,91604,19,Los Angeles,Not Applicable,130,Open,11/6/1970,Long Term Care Facility,Skilled Nursing Facility,34.13976,-118.38023
206190411,INGLEWOOD HEALTH CARE CENTER,910000067,Parent Facility,100 S HILLCREST BLVD,INGLEWOOD,90301,19,Los Angeles,Not Applicable,99,Open,2/4/1963,Long Term Care Facility,Skilled Nursing Facility,33.96263,-118.34858
206190419,INTERCOMMUNITY HEALTHCARE & REHABILITATION CENTER,940000097,Parent Facility,12627 STUDEBAKER RD,NORWALK,90650,19,Los Angeles,Not Applicable,86,Open,3/23/1966,Long Term Care Facility,Skilled Nursing Facility,33.91676,-118.09942
206190420,INTERCOMMUNITY CARE CENTER,940000098,Parent Facility,2626 GRAND AVE,LONG BEACH,90815,19,Los Angeles,Not Applicable,147,Open,3/14/1967,Long Term Care Facility,Skilled Nursing Facility,33.80426,-118.14767
206190423,MARINA POINTE HEALTHCARE & SUBACUTE,910000069,Parent Facility,5240 SEPULVEDA BLVD,CULVER CITY,90230,19,Los Angeles,Not Applicable,116,Open,11/28/1967,Long Term Care Facility,Skilled Nursing Facility,33.99805,-118.39812
206190424,EISENBERG VILLAGE,920000043,Parent Facility,18855 VICTORY BLVD,RESEDA,91335,19,Los Angeles,Not Applicable,166,Open,4/3/1962,Long Term Care Facility,Skilled Nursing Facility,34.18668,-118.54373
206190427,PARK AVENUE HEALTHCARE & WELLNESS CENTER,950000113,Parent Facility,1550 N PARK AVE,POMONA,91768,19,Los Angeles,Not Applicable,231,Open,11/9/1970,Long Term Care Facility,Skilled Nursing Facility,34.074588,-117.754614
206190441,KENNEDY POST ACUTE CARE CENTER,910000148,Parent Facility,619 N FAIRFAX AVE,LOS ANGELES,90036,19,Los Angeles,Not Applicable,97,Open,8/21/1968,Long Term Care Facility,Skilled Nursing Facility,34.08201,-118.36162
206190443,COUNTRY VILLA WILSHIRE CONVALESCENT CENTER,910000149,Parent Facility,855 N FAIRFAX AVE,LOS ANGELES,90046,19,Los Angeles,Not Applicable,81,Open,12/30/1964,Long Term Care Facility,Skilled Nursing Facility,34.08645,-118.36161
206190444,KINGSLEY MANOR CARE CENTER,970000015,Parent Facility,1055 N KINGSLEY DR,LOS ANGELES,90029,19,Los Angeles,Not Applicable,51,Open,10/28/1949,Long Term Care Facility,Skilled Nursing Facility,34.08976,-118.30337
206190448,MONTROSE SPRINGS SKILLED NURSING & WELLNESS CENTER,920000044,Parent Facility,2635 HONOLULU AVE,MONTROSE,91020,19,Los Angeles,Not Applicable,138,Open,4/29/1966,Long Term Care Facility,Skilled Nursing Facility,34.20934,-118.23642
206190454,LAKEVIEW TERRACE,970000069,Parent Facility,831 S LAKE ST,LOS ANGELES,90057,19,Los Angeles,Not Applicable,99,Open,6/4/1969,Long Term Care Facility,Skilled Nursing Facility,34.05493,-118.27933
206190456,"DESERT CANYON POST ACUTE, LLC",920000046,Parent Facility,1642 W AVE J,LANCASTER,93534,19,Los Angeles,Not Applicable,99,Open,6/18/1963,Long Term Care Facility,Skilled Nursing Facility,34.68928,-118.15841
206190457,LANDMARK MEDICAL CENTER,950000062,Parent Facility,2030 N Garey Ave,Pomona,91767,19,Los Angeles,Not Applicable,95,Open,6/15/1971,Long Term Care Facility,Skilled Nursing Facility,34.08357,-117.75262
206190463,LAS FLORES CONVALESCENT HOSPITAL,910000073,Parent Facility,14165 PURCHE AVE,GARDENA,90249,19,Los Angeles,Not Applicable,144,Open,1/24/1969,Long Term Care Facility,Skilled Nursing Facility,33.90315,-118.32073
206190467,LAUREL PARK BEHAVIORAL HEALTH CENTER,950000064,Parent Facility,1425 Laurel Ave,Pomona,91768,19,Los Angeles,Not Applicable,43,Open,2/19/1962,Long Term Care Facility,Skilled Nursing Facility,34.0638838,-117.7733937
206190472,LOMITA POST-ACUTE CARE CENTER,910000074,Parent Facility,1955 Lomita Blvd,Lomita,90717,19,Los Angeles,Not Applicable,71,Open,11/20/1959,Long Term Care Facility,Skilled Nursing Facility,33.8001327,-118.313565
206190481,LONGWOOD MANOR CONVALESCENT HOSPITAL,910000150,Parent Facility,4853 W WASHINGTON BLVD,LOS ANGELES,90016,19,Los Angeles,Not Applicable,198,Open,11/27/1946,Long Term Care Facility,Skilled Nursing Facility,34.03989,-118.34462
206190492,LOS PALOS POST-ACUTE CARE CENTER,910000076,Parent Facility,1430 W 6th St,San Pedro,90732,19,Los Angeles,Not Applicable,99,Open,12/9/1966,Long Term Care Facility,Skilled Nursing Facility,33.73886,-118.30746
206190496,MAGNOLIA GARDENS CONVALESCENT HOSPITAL,920000047,Parent Facility,17922 San Fernando Mission Blvd,Granada Hills,91344,19,Los Angeles,Not Applicable,99,Open,3/29/1963,Long Term Care Facility,Skilled Nursing Facility,34.27212,-118.52444
206190497,MANCHESTER MANOR CONVALESCENT HOSPITAL,970000032,Parent Facility,837 W MANCHESTER AVE,LOS ANGELES,90044,19,Los Angeles,Not Applicable,49,Open,10/16/1963,Long Term Care Facility,Skilled Nursing Facility,33.960137,-118.28831
206190498,MAPLE HEALTHCARE CENTER,970000070,Parent Facility,2526 Maple Ave,Los Angeles,90011,19,Los Angeles,Not Applicable,59,Open,10/7/1965,Long Term Care Facility,Skilled Nursing Facility,34.02368,-118.26525
206190499,COUNTRY VILLA MAR VISTA NURSING CENTER,910000077,Parent Facility,3966 MARCASEL AVE,LOS ANGELES,90066,19,Los Angeles,Not Applicable,68,Open,1/1/1966,Long Term Care Facility,Skilled Nursing Facility,34.00332,-118.42479
206190501,TWO PALMS NURSING CENTER,970000084,Parent Facility,2637 E WASHINGTON BLVD,PASADENA,91107,19,Los Angeles,Not Applicable,50,Open,5/12/1959,Long Term Care Facility,Skilled Nursing Facility,34.16915,-118.0953
206190502,CALIFORNIA POST-ACUTE CARE,940000113,Parent Facility,3615 E Imperial Hwy,Lynwood,90262,19,Los Angeles,Not Applicable,130,Open,3/8/1946,Long Term Care Facility,Skilled Nursing Facility,33.93101,-118.20394
206190504,"BLOOMFIELD WEST, INC",550001863,Parent Facility,3333 E IMPERIAL HWY,LYNWOOD,90262,19,Los Angeles,Not Applicable,59,Open,1/19/2012,Long Term Care Facility,ICF/Dev. Disabled,33.93072,-118.21109
206190505,HUNTINGTON POST ACUTE,970000037,Parent Facility,150 BELLEFONTAINE ST,PASADENA,91105,19,Los Angeles,Not Applicable,130,Open,6/27/1969,Long Term Care Facility,Skilled Nursing Facility,34.1315,-118.15352
206190506,MARLORA POST ACUTE REHABILITATION HOSPITAL,940000115,Parent Facility,3801 E ANAHEIM ST,LONG BEACH,90804,19,Los Angeles,Not Applicable,99,Open,8/11/1970,Long Term Care Facility,Skilled Nursing Facility,33.78267,-118.14814
206190507,EASTLAND SUBACUTE AND REHABILITATION CENTER,950000068,Parent Facility,3825 DURFEE AVE,EL MONTE,91732,19,Los Angeles,Not Applicable,139,Open,1/1/1971,Long Term Care Facility,Skilled Nursing Facility,34.070709,-118.008124
206190508,MARYCREST MANOR,910000079,Parent Facility,10664 SAINT JAMES DR,CULVER CITY,90230,19,Los Angeles,Not Applicable,57,Open,1/21/1955,Long Term Care Facility,Skilled Nursing Facility,33.99907,-118.38403
206190509,MAYFLOWER GARDENS CONVALESCENT HOSPITAL,920000048,Parent Facility,6705 Columbia Way,Lancaster,93536,19,Los Angeles,Not Applicable,48,Open,7/1/1971,Long Term Care Facility,Skilled Nursing Facility,34.6456,-118.2503
206190510,MAYWOOD SKILLED NURSING & WELLNESS CENTRE,940000116,Parent Facility,6025 PINE AVE,MAYWOOD,90270,19,Los Angeles,Not Applicable,133,Open,1/1/1970,Long Term Care Facility,Skilled Nursing Facility,33.985047,-118.188366
206190514,MEADOWBROOK BEHAVIORAL HEALTH CENTER,910000080,Parent Facility,3951 EAST BLVD,LOS ANGELES,90066,19,Los Angeles,Not Applicable,77,Open,6/22/1939,Long Term Care Facility,Skilled Nursing Facility,34.00514,-118.42384
206190515,VILLA GARDENS HEALTH CARE UNIT,970000085,Parent Facility,842 E VILLA ST,PASADENA,91101,19,Los Angeles,Not Applicable,54,Open,2/26/1951,Long Term Care Facility,Skilled Nursing Facility,34.15418,-118.13293
206190533,MID-WILSHIRE HEALTH CARE CENTER,970000071,Parent Facility,676 S BONNIE BRAE ST,LOS ANGELES,90057,19,Los Angeles,Not Applicable,80,Open,2/11/1970,Long Term Care Facility,Skilled Nursing Facility,34.05608,-118.27399
206190536,MIRADA HILLS REHAB AND CONVALESCENT HOSP,940000118,Parent Facility,12200 La Mirada Blvd,La Mirada,90638,19,Los Angeles,Not Applicable,142,Open,4/4/1967,Long Term Care Facility,Skilled Nursing Facility,33.92014,-118.01181
206190537,SIERRA VIEW CARE CENTER,950000070,Parent Facility,14318 OHIO ST,BALDWIN PARK,91706,19,Los Angeles,Not Applicable,98,Open,8/19/1966,Long Term Care Facility,Skilled Nursing Facility,34.095363,-117.962514
206190540,ROYAL VISTA CARE CENTER,950000072,Parent Facility,909 W Santa Anita St,San Gabriel,91776,19,Los Angeles,Not Applicable,99,Open,11/7/1963,Long Term Care Facility,Skilled Nursing Facility,34.094824,-118.112484
206190542,MONROVIA POST ACUTE,950000073,Parent Facility,1220 HUNTINGTON DR,DUARTE,91010,19,Los Angeles,Not Applicable,82,Open,5/2/1963,Long Term Care Facility,Skilled Nursing Facility,34.13945,-117.97936
206190544,MONTE VISTA GROVE HOMES,970000086,Parent Facility,2889 SAN PASQUAL ST,PASADENA,91107,19,Los Angeles,Not Applicable,40,Open,8/28/1968,Long Term Care Facility,Skilled Nursing Facility,34.13797,-118.09085
206190545,MONTEBELLO CARE CENTER,940000119,Parent Facility,1035 W BEVERLY BLVD,MONTEBELLO,90640,19,Los Angeles,Not Applicable,99,Open,11/12/1964,Long Term Care Facility,Skilled Nursing Facility,34.01803,-118.11065
206190546,MONTEREY PARK CONVALESCENT HOSPITAL,970000087,Parent Facility,416 N GARFIELD AVE,MONTEREY PARK,91754,19,Los Angeles,Not Applicable,89,Open,1/26/1965,Long Term Care Facility,Skilled Nursing Facility,34.06715,-118.12279
206190548,"MONTEREY HEALTHCARE & WELLNESS CENTRE, LP",950000076,Parent Facility,1267 SAN GABRIEL BLVD,ROSEMEAD,91770,19,Los Angeles,Not Applicable,96,Open,7/1/1963,Long Term Care Facility,Skilled Nursing Facility,34.04338,-118.08815
206190549,MONTROSE HEALTHCARE CENTER,920000049,Parent Facility,2123 VERDUGO BLVD,MONTROSE,91020,19,Los Angeles,Not Applicable,59,Open,5/2/1963,Long Term Care Facility,Skilled Nursing Facility,34.20491,-118.22366
206190550,VICTORIA CARE CENTER,950000077,Parent Facility,3541 PUENTE AVE,BALDWIN PARK,91706,19,Los Angeles,Not Applicable,49,Open,11/27/1963,Long Term Care Facility,Skilled Nursing Facility,34.077423,-117.954591
206190553,MOUNT SAN ANTONIO GARDENS,950000078,Parent Facility,900 E HARRISON AVE,POMONA,91767,19,Los Angeles,Not Applicable,84,Open,11/17/1961,Long Term Care Facility,Skilled Nursing Facility,34.09872,-117.73458
206190554,MOUNTAIN VIEW CONVALESCENT HOSPITAL,920000050,Parent Facility,13333 FENTON AVE,SYLMAR,91342,19,Los Angeles,Not Applicable,114,Open,1/1/1962,Long Term Care Facility,Skilled Nursing Facility,34.31342,-118.42538
206190560,SANTA CLARITA POST-ACUTE CARE CENTER,920000051,Parent Facility,23801 Newhall Ave,Newhall,91321,19,Los Angeles,Not Applicable,99,Open,8/23/1965,Long Term Care Facility,Skilled Nursing Facility,34.37207,-118.5169
206190572,OAKPARK HEALTHCARE CENTER,920000052,Parent Facility,9166 TUJUNGA CANYON BLVD,TUJUNGA,91042,19,Los Angeles,Not Applicable,49,Open,2/25/1963,Long Term Care Facility,Skilled Nursing Facility,34.23604,-118.27036
206190573,GLENDORA GRAND,950000079,Parent Facility,805 W ARROW HWY,GLENDORA,91740,19,Los Angeles,Not Applicable,342,Open,5/12/1969,Long Term Care Facility,Skilled Nursing Facility,34.1055,-117.8773
206190576,OLIVE VISTA BEHAVIORAL HEALTH CENTER,950000080,Parent Facility,2335 S Towne Ave,Pomona,91766,19,Los Angeles,Not Applicable,120,Open,6/2/1971,Long Term Care Facility,Skilled Nursing Facility,34.02888,-117.74041
206190577,OLYMPIA CONVALESCENT HOSPITAL,970000072,Parent Facility,1100 S ALVARADO ST,LOS ANGELES,90006,19,Los Angeles,Not Applicable,135,Open,10/29/1971,Long Term Care Facility,Skilled Nursing Facility,34.0502,-118.28068
206190584,PACIFIC POST - ACUTE,910000082,Parent Facility,1323 17th St,Santa Monica,90404,19,Los Angeles,Not Applicable,49,Open,10/28/1956,Long Term Care Facility,Skilled Nursing Facility,34.02721,-118.48381
206190593,PACIFIC CARE NURSING CENTER,940000129,Parent Facility,3355 PACIFIC PL,LONG BEACH,90806,19,Los Angeles,Not Applicable,99,Open,11/7/1968,Long Term Care Facility,Skilled Nursing Facility,33.818375,-118.195775
206190594,"PACIFIC VILLA, INC.",940000130,Parent Facility,3501 Cedar Ave,Long Beach,90807,19,Los Angeles,Not Applicable,99,Open,3/13/1972,Long Term Care Facility,Skilled Nursing Facility,33.82087,-118.19542
206190596,PANORAMA GARDENS NURSING AND REHABILITATION CENTER,920000053,Parent Facility,9541 VAN NUYS BLVD,PANORAMA CITY,91402,19,Los Angeles,Not Applicable,149,Open,5/25/1965,Long Term Care Facility,Skilled Nursing Facility,34.2438,-118.45034
206190597,COUNTRY VILLA EAST NURSING CENTER,970000018,Parent Facility,2415 S WESTERN AVE,LOS ANGELES,90018,19,Los Angeles,Not Applicable,99,Open,9/2/1969,Long Term Care Facility,Skilled Nursing Facility,34.03457,-118.30909
206190598,PARAMOUNT CONVALESCENT HOSPITAL,940000131,Parent Facility,8558 Rosecrans Ave,Paramount,90723,19,Los Angeles,Not Applicable,59,Open,1/6/1964,Long Term Care Facility,Skilled Nursing Facility,33.90365,-118.14952
206190601,"LAWNDALE HEALTHCARE & WELLNESS CENTRE, LLC.",910000086,Parent Facility,15100 Prairie Ave,Lawndale,90260,19,Los Angeles,Not Applicable,59,Open,10/26/2003,Long Term Care Facility,Skilled Nursing Facility,33.8943593,-118.3434038
206190602,PASADENA PARK HEALTHCARE & WELLNESS CENTER,970000088,Parent Facility,2585 E WASHINGTON BLVD,PASADENA,91107,19,Los Angeles,Not Applicable,99,Open,10/7/1966,Long Term Care Facility,Skilled Nursing Facility,34.16925,-118.09652
206190604,HIGHLAND PARK SKILLED NURSING & WELLNESS CENTRE,970000058,Parent Facility,5125 MONTE VISTA ST,LOS ANGELES,90042,19,Los Angeles,Not Applicable,59,Open,1/2/1964,Long Term Care Facility,Skilled Nursing Facility,34.10775,-118.20279
206190612,LEGACY HEALTHCARE CENTER,970000089,Parent Facility,1570 N FAIR OAKS AVE,PASADENA,91103,19,Los Angeles,Not Applicable,54,Open,11/14/1968,Long Term Care Facility,Skilled Nursing Facility,34.17276,-118.15059
206190613,THE REHABILITATION CENTER OF SANTA MONICA,910000154,Parent Facility,1338 - 20th STREET,SANTA MONICA,90404,19,Los Angeles,Not Applicable,144,Open,2/2/2004,Long Term Care Facility,Skilled Nursing Facility,34.0294658,-118.4810043
206190614,PALOS VERDES HEALTH CARE CENTER,910000088,Parent Facility,26303 WESTERN AVE,LOMITA,90717,19,Los Angeles,Not Applicable,48,Open,9/21/1999,Long Term Care Facility,Skilled Nursing Facility,33.78368,-118.31012
206190615,BROOKFIELD HEALTHCARE CENTER,940000135,Parent Facility,9300 TELEGRAPH RD,DOWNEY,90240,19,Los Angeles,Not Applicable,70,Open,10/14/1968,Long Term Care Facility,Skilled Nursing Facility,33.956581,-118.1041
